Origin,QA_ID,Score,Source_preview
ID1142,Merge Q1195,0.0,Red blood cell count: 2/mm^3
ID1142,Merge Q1195,-0.0,Cerebrospinal fluid:
ID1142,Merge Q1195,0.0,A lumbar puncture is performed with the following findings:
ID1142,Merge Q1195,0.0,Glucose: 32 mg/dL
ID1142,Merge Q1195,-0.0455254110821591,Leukocyte count and differential:
ID1142,Merge Q1195,-0.0589452183622514,Opening pressure: 210 mmH2O
ID1142,Merge Q1195,-0.2615195028483867,Protein: 204 mg/dL
ID1142,Merge Q1195,-0.7893736464818423,Lymphocytes: 100%
ID0032,Merge Q1199,1.2230890815159592,.
ID1452,Merge Q1200,10.984855343390718,Partial thromboplastin time (PTT): 56 seconds
ID1452,Merge Q1200,1.1127170678454286,Laboratory tests are performed and reveal the following:
ID1452,Merge Q1200,0.5328096823969333,Reticulocyte count: 0.8%
ID1452,Merge Q1200,0.508480679243803,Prothrombin time (PT): 13 seconds
ID1452,Merge Q1200,-0.2040930005350723,Hemoglobin: 14 g/dL
ID1452,Merge Q1200,-0.3302901139865369,Hematocrit: 41%
ID1452,Merge Q1200,-0.5740794923690167,Mean corpuscular volume: 89 µm3
ID1452,Merge Q1200,-1.7010172605514526,"Leukocyte count: 4,700/mm3"
ID1452,Merge Q1200,-1.8362814725941496,Bleeding time (BT): 4 minutes
ID1846,Merge Q1223,-1.4746178878148972,.
ID0305,Merge Q1230,4.974738898091261,"The patient is sent for a right upper quadrant ultrasound demonstrating an absence of stones, no pericholecystic fluid, "
ID0305,Merge Q1230,0.8620168242360884,Amylase: 30 U/L
ID0305,Merge Q1230,0.5683468744733905,K+: 4.0 mEq/L
ID0305,Merge Q1230,0.5086667101168967,HCO3-: 24 mEq/L
ID0305,Merge Q1230,0.3383726018924197,Na+: 140 mEq/L
ID0305,Merge Q1230,0.3214842112868957,Cl-: 100 mEq/L
ID0305,Merge Q1230,-0.2180811754864378,Total: 2.5 mg/dL
ID0305,Merge Q1230,-0.5783174060057203,ALT: 110 U/L
ID0305,Merge Q1230,-0.9134349338257516,AST: 100 U/L
ID0305,Merge Q1230,-1.083418384194374,Bilirubin
ID0305,Merge Q1230,-1.1388459738642285,Direct: 1.8 mg/dL
ID0305,Merge Q1230,-1.7025567144155502,Alkaline phosphatase: 125 U/L
ID0198,Merge Q1233,2.1693738602086787,Creatinine: 1.7 mg/dL
ID0198,Merge Q1233,1.5748657286167145,Urea nitrogen: 22 mg/dL
ID0198,Merge Q1233,0.2571856382114181,Na+: 137 mEq/L
ID0198,Merge Q1233,0.2405216697367448,Ca2+: 5.7 mg/dL
ID0198,Merge Q1233,-0.2172098045168519,Cl-: 100 mEq/L
ID0198,Merge Q1233,-0.297705402689392,Serum:
ID0198,Merge Q1233,-0.6387578845024109,HCO3-: 24 mEq/L
ID0198,Merge Q1233,-0.8158744165934488,Glucose: 70 mg/dL.
ID0198,Merge Q1233,-0.910619352209608,K+: 5.5 mEq/L
ID1475,Merge Q1241,2.3378926552459065,Glucose: 110 mg/dL
ID1475,Merge Q1241,2.0880338698625565,"Aspartate aminotransferase (AST, GOT): 410 U/L"
ID1475,Merge Q1241,1.735648322703662,Serum:
ID1475,Merge Q1241,0.6763836944859869,His laboratory values are below:
ID1475,Merge Q1241,0.5512820944032615,Total bilirubin: 0.8 mg/dL
ID1475,Merge Q1241,0.1124014959932226,"Leukocyte count: 5,300/mm^3"
ID1475,Merge Q1241,-0.409504519078618,Hemoglobin: 12 g/dL
ID1475,Merge Q1241,-0.4125952608883381,"Alanine aminotransferase (ALT, GPT): 275 U/L"
ID1475,Merge Q1241,-0.927732726506444,Creatinine: 1.3 mg/dL
ID1475,Merge Q1241,-1.0862692512085836,"Platelet count: 250,000/mm^3"
ID0810,Merge Q1252,-0.0,K+: 4.4 mEq/L
ID0810,Merge Q1252,-0.0,HCO3-: 21 mEq/L
ID0810,Merge Q1252,-0.0,Laboratory studies are performed and show:
ID0810,Merge Q1252,-0.0,Serum:
ID0810,Merge Q1252,0.0,Na+: 140 mEq/L
ID0810,Merge Q1252,-0.0051150567996749,Creatinine: 1.1 mg/dL
ID0810,Merge Q1252,-0.1035191665782064,Glucose: 215 mg/dL
ID0810,Merge Q1252,-0.1807477488015831,Blood urea nitrogen (BUN): 38 mg/dL
ID0447,Merge Q1257,1.8669435408522568,Mean corpuscular volume (MCV): 116 µm^3
ID0447,Merge Q1257,1.7051673323841814,"Leukocyte count: 4,500/mm^3"
ID0447,Merge Q1257,-0.4396690092980861,.
ID0447,Merge Q1257,-1.1061386310379362,Hemoglobin: 10.5 g/dL
ID0447,Merge Q1257,-1.7716745646663954,"Platelets: 110,000/mm^3"
ID0447,Merge Q1257,-2.0414786713316717,Reticulocyte count: 0.5%
ID0447,Merge Q1257,-6.28445702791214,"A biopsy of the small bowel reveals blunting of villi and a mixed infiltration of lymphocytes, plasma cells, and eosinop"
ID1422,Merge Q1265,0.4198948451715291,"Platelet count: 179,000/mm^3"
ID1422,Merge Q1265,0.1499479720544137,Hemoglobin: 12 g/dL
ID1422,Merge Q1265,-0.0,"Leukocyte count: 5,500/mm^3 with normal differential"
ID1422,Merge Q1265,-0.968139018539425,Hematocrit: 36%
ID1329,Merge Q1268,-0.0245860550527422,.
ID0623,Merge Q1273,-0.1188903911252584,.
ID1838,Merge Q1282,41.32241501862056,C-peptide level: 55 ng/mL (normal < 5 ng/mL)
ID1838,Merge Q1282,36.82968738996276,Sulfonylurea level: undetectable
ID1838,Merge Q1282,25.28754856081148,Glucose: 29 mg/dL
ID1838,Merge Q1282,2.474390672943146,Creatinine: 1.4 mg/dL
ID1838,Merge Q1282,1.1235499909578086,Serum:
ID1838,Merge Q1282,0.007151098921895,Cl-: 102 mEq/L
ID1838,Merge Q1282,-0.0,BUN: 30 mg/dL
ID1838,Merge Q1282,0.0,Ca2+: 10.2 mg/dL
ID1838,Merge Q1282,0.0,K+: 4.0 mEq/L
ID1838,Merge Q1282,0.0,Na+: 140 mEq/L
ID1838,Merge Q1282,-0.0,"Platelet count: 199,000/mm^3"
ID1838,Merge Q1282,-0.0,Hemoglobin: 14 g/dL
ID1838,Merge Q1282,-0.0,Hematocrit: 41%
ID1838,Merge Q1282,0.0,"Leukocyte count: 7,500/mm^3 with normal differential"
ID1838,Merge Q1282,-1.1373550768675909,HCO3-: 23 mEq/L
ID0526,Merge Q1288,22.430969678608484,"Leukocyte count: 57,500/mm^3 with 35% blasts"
ID0526,Merge Q1288,1.512817437254638,"Platelet count: 109,000/mm^3"
ID0526,Merge Q1288,1.1437311033444004,Hemoglobin: 10 g/dL
ID0526,Merge Q1288,0.94603942923413,Hematocrit: 31%
ID0526,Merge Q1288,0.85057476630002,K+: 4.1 Eq/L
ID0526,Merge Q1288,0.148147450905957,Glucose: 99 mg/dL
ID0526,Merge Q1288,0.0,HCO3-: 22 mEq/L
ID0526,Merge Q1288,-0.1941698545502376,Calcium: 10.0 mEq/L.
ID0526,Merge Q1288,-0.328019980341196,Na+: 139 mEq/L
ID0526,Merge Q1288,-0.5491460203937246,Creatinine: 1.1 mg/dL
ID0526,Merge Q1288,-0.6062092066194771,BUN: 20 mg/dL
ID0526,Merge Q1288,-0.6346374750137329,Cl-: 100 mEq/L
ID0526,Merge Q1288,-1.1274489549613476,Serum:
ID0396,Merge Q1292,0.1987942105038836,pH: 7.56 (normal 7.35-7.45)
ID0396,Merge Q1292,-0.0,pO2: 62 mmHg (normal 80-100 mmHg)
ID0396,Merge Q1292,-0.0,HCO3: 29 mEq/L (normal 22-26 mEq/L)
ID0396,Merge Q1292,-0.2245920137849328,An arterial blood gas shows the following:
ID0396,Merge Q1292,-0.2884800320012988,SaO2: 87% (normal 95-100%)
ID0396,Merge Q1292,-1.0339585501637978,pCO2: 25 mmHg (normal 35-45 mmHg)
ID0833,Merge Q1298,0.6327942831855834,.
ID0784,Merge Q1306,0.8624146841987422,Cl-: 96 mEq/L
ID0784,Merge Q1306,0.5762640237808228,HCO3-: 24 mEq/L
ID0784,Merge Q1306,-0.0,Morning adrenocorticotropic hormone (ACTH) concentration (serum): 80 pg/mL (normal 10-60 pg/mL)
ID0784,Merge Q1306,-0.0,Na+: 130 mEq/L
ID0784,Merge Q1306,-0.5302293577377419,30-minute cortisol during cosyntropin test: 8 ug/dL (normal > 18 ug/dL)
ID0784,Merge Q1306,-0.5796567499637604,Morning cortisol: 2 ug/dL
ID0784,Merge Q1306,-0.7038953639291547,K+: 5.2 mEq/L
ID0784,Merge Q1306,-1.100689767816002,Serum:
ID0784,Merge Q1306,-1.18641676357151,Laboratory values are as follows:
ID0330,Merge Q1314,-2.863693229242525,.
ID0028,Merge Q1318,3.133676099439682,"Leukocyte count: 67,500/mm^3"
ID0028,Merge Q1318,1.4474735923578046,"Platelet count: 119,000/mm^3"
ID0028,Merge Q1318,0.3396556241638414,Glucose: 109 mg/dL
ID0028,Merge Q1318,0.303287203375413,Hemoglobin: 10 g/dL
ID0028,Merge Q1318,0.0,Na: 141 mEq/L
ID0028,Merge Q1318,-0.0244192233299877,Ca: 10.0 mg/dL.
ID0028,Merge Q1318,-0.1404144465923309,BUN: 22 mg/dL
ID0028,Merge Q1318,-0.255734871789459,Cl: 103 mEq/L
ID0028,Merge Q1318,-0.517061551737335,K: 4.0 Eq/L
ID0028,Merge Q1318,-0.6433826688507908,Creatinine: 1.2 mg/dL
ID0028,Merge Q1318,-0.933188630805213,Hematocrit: 30%
ID0028,Merge Q1318,-0.9664005786180496,HCO3-: 24 mEq/L
ID0028,Merge Q1318,-1.0384342312595696,Serum:
ID1541,Merge Q1319,14.948249726856284,An ECG is ordered and is pending.
ID1541,Merge Q1319,11.186821595176578,Troponin: 0.10 mcg/L (normal < 0.01 mcg/L)
ID1541,Merge Q1319,4.67374849319458,BUN: 80 mg/dL
ID1541,Merge Q1319,0.3369653877446918,Cl-: 112 mEq/L
ID1541,Merge Q1319,0.0,Creatinine: 2.1 mg/dL
ID1541,Merge Q1319,-0.0,Glucose: 100 mg/dL
ID1541,Merge Q1319,0.0,Na+: 147 mEq/L
ID1541,Merge Q1319,0.0,K+: 3.5 mEq/L
ID1541,Merge Q1319,-0.0,HCO3-: 14 mEq/L
ID1541,Merge Q1319,-1.3609867337884023,Serum:
ID1738,Merge Q1323,0.0,.
ID1526,Merge Q1324,0.0,.
ID0535,Merge Q1328,0.0,.
ID0162,Merge Q1330,0.4091155356924918,.
ID1193,Merge Q136,-0.498626653010149,.
ID1070,Merge Q137,0.141320470115722,.
ID1204,Merge Q138,0.0,.
ID0698,Merge Q1401,7.40681692750106,"The patient is alert and oriented, though has moderate discomfort with deep breaths."
ID0698,Merge Q1401,2.31342534151959,| Temperature | 37.3°C (99.1°F) |
ID0698,Merge Q1401,1.17938820813297,| --- | --- |
ID0698,Merge Q1401,0.0,| Heart rate | 68/min |
ID0698,Merge Q1401,0.0,| Respiratory rate | 14/min |
ID0698,Merge Q1401,0.0,| Blood pressure | 128/76 mm Hg |
ID1713,Merge Q145,-0.0113623560688098,.
ID0492,Merge Q146,0.95284020840177,.
ID1909,Merge Q154,0.0,.
ID1909,Merge Q154,0.0,Escape will cancel and close the window.This is a modal window.
ID1909,Merge Q154,-1.66479899767952,This modal can be closed by pressing the Escape key or activating the close button.
ID1416,Merge Q156,-0.0807848024007013,.
ID1021,Merge Q159,-0.0586870741940668,.
ID0577,Merge Q164,0.0,.
ID1773,Merge Q1647,29.0442197434974,| Parathyroid hormone (pg/mL) | 3 | 10–60 |
ID1773,Merge Q1647,19.8509708046913,| Calcium (mg/dL) | 14.4 | 9.0–10.5 |
ID1773,Merge Q1647,0.740959122776985,| Ionized calcium (mg/dL) | 7.0 | 4.5–5.6 |
ID1773,Merge Q1647,0.0,| Creatinine (mg/dL) | 0.7 | 0.6–1.1 |
ID1773,Merge Q1647,0.0,| Albumin (g/dL) | 3.6 | 3.5–5.5 |
ID1773,Merge Q1647,0.0,Head MRI shows no ischemia or tumors.
ID1773,Merge Q1647,0.0,| Glucose (mg/dL) | 102 | 70–100 |
ID1773,Merge Q1647,0.0,|  | Patient value | Reference range |
ID1773,Merge Q1647,0.0,| --- | --- | --- |
ID1773,Merge Q1647,0.0,| Sodium (mEq/liter) | 139 | 136–145 |
ID1773,Merge Q1647,-2.36502313625154,| Blood urea nitrogen (mg/dL) | 13 | 10–20 |
ID1841,Merge Q165,0.13554898839524,.
ID1074,Merge Q1651,4.75388480806538,Gram stain results of the cerebrospinal fluid are pending.
ID1074,Merge Q1651,4.04951515308746,| Leukocyte count | 710/mm3 |
ID1074,Merge Q1651,0.0,| Protein | 86 mg/dL |
ID1074,Merge Q1651,0.0,| Erythrocytes | 2/mm3 |
ID1074,Merge Q1651,0.0,| Pressure | 255 mm H2O |
ID1074,Merge Q1651,0.0,| --- | --- |
ID1074,Merge Q1651,0.0,| Glucose | 22 mg/dL |
ID1074,Merge Q1651,-0.0470757049344001,| Segmented neutrophils | 95% |
ID1074,Merge Q1651,-2.69300730501589,| Lymphocytes | 5% |
ID0702,Merge Q1706,0.0,"On physical examination, the patient appears mildly uncomfortable."
ID0702,Merge Q1706,0.0,| Temperature | 37.3°C (99.2°F) |
ID0702,Merge Q1706,0.0,| Respiratory rate | 12/min |
ID0702,Merge Q1706,0.0,| Blood pressure | 112/72 mm Hg |
ID0702,Merge Q1706,0.0,| Heart rate | 72/min |
ID0702,Merge Q1706,-1.35726696192711,| --- | --- |
ID0116,Merge Q173,1.00891049915613,This modal can be closed by pressing the Escape key or activating the close button.
ID0116,Merge Q173,0.765513963828542,Escape will cancel and close the window.This is a modal window.
ID0116,Merge Q173,-0.642028888330596,.
ID0407,Merge Q1750,3.90199642342975,"His symptoms resolve after oral administration of 20g glucose, with glucose rising to 78 mg/dL."
ID0407,Merge Q1750,1.24096143416832,| Glucose (mg/dL) | 55 | 70–100 |
ID0407,Merge Q1750,0.521964575059283,| C-peptide (ng/mL) | 2.9 | 0.5–2.0 |
ID0407,Merge Q1750,0.0,| Insulin (μU/mL) | 25 | 2–20 |
ID0407,Merge Q1750,-0.286661636665458,|  | Patient value | Reference range |
ID0407,Merge Q1750,-1.75880547736655,| --- | --- | --- |
ID1558,Merge Q189,1.37700887911136,.
ID0965,Merge Q2002,2.079038280474500,| **Finger-stick glucose** | **630 mg/dL** |
ID0965,Merge Q2002,1.854434713116370,| Ketones | Positive |
ID0965,Merge Q2002,1.6314931408905500,| Glucose | Positive |
ID0965,Merge Q2002,1.4501800833697700,| Leukocytes | Negative |
ID0965,Merge Q2002,1.0305183223805500,| Potassium | 3.1 mEq/L |
ID0965,Merge Q2002,0.8831910461605220,| Blood urea nitrogen | 20 mg/dL |
ID0965,Merge Q2002,0.794060670547322,| pH | 7.1 |
ID0965,Merge Q2002,0.6235523107564590,| HCO3 | 8 mEq/L |
ID0965,Merge Q2002,0.3302705505312340,| **Arterial blood gas** | |
ID0965,Merge Q2002,0.0,| **Serum chemistry** | |
ID0965,Merge Q2002,0.0,| PO2 | 90 mm Hg |
ID0965,Merge Q2002,0.0,| --- | --- |
ID0965,Merge Q2002,0.0,| **Urinalysis** | |
ID0965,Merge Q2002,-0.13353491581180200,| Nitrite | Negative |
ID0965,Merge Q2002,-0.33041040945102800,The patient is started on an intravenous bolus of normal saline (0.9% NaCl).
ID0965,Merge Q2002,-0.5352322537825970,| Chloride | 136 mEq/L |
ID0965,Merge Q2002,-0.9341686601053980,| Casts | Negative |
ID0965,Merge Q2002,-1.052435114979740,| Sodium | 135 mEq/L |
ID0965,Merge Q2002,-1.4409766563254600,| --- | --- |
ID0965,Merge Q2002,-1.4790629893541300,| RBCs | Negative |
ID0965,Merge Q2002,-1.7060534214129900,| Creatinine | 1.2 mg/dL |
ID0965,Merge Q2002,-1.7688401708870700,| PCO2 | 33 mm Hg |
ID1171,Merge Q210,0.154638810342763,.
ID1925,Merge Q214,0.0,.
ID1098,Merge Q216,0.0,.
ID0150,Merge Q219,0.0,.
ID0627,Merge Q2197,0.7225080718972250,"After initiating 0.9% saline through two large-bore IVs and performing an unremarkable esophagogastroduodenoscopy, his c"
ID0627,Merge Q2197,0.38952913507819200,| Cl- | 101 mEq/L |
ID0627,Merge Q2197,0.35006546005232700,| Glucose | 96 mg/dL |
ID0627,Merge Q2197,0.2912927368563680,| Serum |  |
ID0627,Merge Q2197,0.20823858237556800,| K+ | 4.1 mEq/L |
ID0627,Merge Q2197,0.0,| Creatinine | 0.7 mg/dL |
ID0627,Merge Q2197,0.0,| Leukocyte count | 7800/mm3 |
ID0627,Merge Q2197,0.0,| Prothrombin time | 14 seconds (INR = 0.9) |
ID0627,Merge Q2197,0.0,| --- | --- |
ID0627,Merge Q2197,0.0,| Hemoglobin | 9.8 g/dL |
ID0627,Merge Q2197,-0.282730545848608,| Urea nitrogen | 16 mg/dL |
ID0627,Merge Q2197,-0.7182252220141420,"| Platelet count | 280,000/mm3 |"
ID0627,Merge Q2197,-0.7370696427544150,| Na+ | 135 mEq/L |
ID0723,Merge Q221,0.0,.
ID0345,Merge Q223,0.234343764876601,.
ID0345,Merge Q223,0.0,"B, Peripheral blood smear showing small, bluish-purple punctate inclusions in erythrocytes (Giemsa stain, original magni"
ID1550,Merge Q224,-0.0913597651389784,.
ID0161,Merge Q226,0.0763878710567951,.
ID0002,Merge Q229,0.0069171911908016,.
ID0002,Merge Q229,-1.07686188935199,Margin-to-reflex distance 1 was 3.5 mm on the right and 0.5 mm on the left.
ID0399,Merge Q236,0.0,.
ID1588,Merge Q238,0.141982438139116,.
ID0594,Merge Q2384,0.6684247750459950,| --- | --- |
ID0594,Merge Q2384,0.017059780619930000,A resting ECG shows no abnormalities.
ID0594,Merge Q2384,-0.49656126382724000,| Total cholesterol | 196 mg/dL |
ID0594,Merge Q2384,-1.1962757578330400,| LDL | 110 mg/dL |
ID0594,Merge Q2384,-1.2450805989950500,| HDL | 50 mg/dL |
ID1037,Merge Q239,0.139626478001582,.
ID1761,Merge Q240,0.0,.
ID0262,Merge Q2405,0.38981697051229300,| --- | --- | --- |
ID0262,Merge Q2405,0.2742935118358510,| Thyroid-stimulating hormone (μU/mL) | 0.03 | 0.5–4.7 |
ID0262,Merge Q2405,0.006557364750097390,| Calcium (mg/dL) | 9.4 | 9.0–10.5 |
ID0262,Merge Q2405,0.0,| Phosphorus (mg/dL) | 3.6 | 3.0–4.5 |
ID0262,Merge Q2405,0.0,The complete blood count is within normal limits.
ID0262,Merge Q2405,0.0,| Albumin (g/dL) | 3.8 | 3.5–5.5 |
ID0262,Merge Q2405,-0.258085032760135,|  | Patient value | Reference range |
ID1975,Merge Q2435,0.7068498648964700,"On physical examination, there is exquisite tenderness to palpation in the paravertebral musculature of the lower lumbar"
ID1975,Merge Q2435,0.1906193047172670,| Body mass index | 40 kg/m2 |
ID1975,Merge Q2435,0.09081488860420630,| --- | --- |
ID1975,Merge Q2435,0.0,| Temperature | 37°C (98.8°F) |
ID1975,Merge Q2435,-0.028303903816305900,| Blood pressure | 152/90 mm Hg |
ID1975,Merge Q2435,-0.8290899362730410,| Heart rate | 86/min |
ID0047,Merge Q249,-0.0546651735088632,.
ID0870,Merge Q2495,29.539109984529400,Schistocytes are present on peripheral blood smear.
ID0870,Merge Q2495,10.229048371315000,| Urea nitrogen | 42 mg/dL |
ID0870,Merge Q2495,7.568996552296620,| Haptoglobin | 25 mg/dL (N = 41–165) |
ID0870,Merge Q2495,3.8893695782225800,| Hematocrit | 23% |
ID0870,Merge Q2495,3.3003510069731300,| RBC | 10–13/hpf |
ID0870,Merge Q2495,3.0100786141816300,| Casts | none |
ID0870,Merge Q2495,2.9968878030777000,| Serum |  |
ID0870,Merge Q2495,1.967328477472690,| Creatinine | 3.0 mg/dL |
ID0870,Merge Q2495,1.4879191165355500,| Lactate dehydrogenase | 290 U/L |
ID0870,Merge Q2495,0.0,| Protein | 1+ |
ID0870,Merge Q2495,0.0,| Blood | 3+ |
ID0870,Merge Q2495,0.0,| Total bilirubin | 1.8 mg/dL |
ID0870,Merge Q2495,0.0,| Antinuclear antibodies | positive |
ID0870,Merge Q2495,0.0,"| Platelet count | 185,000/mm3 |"
ID0870,Merge Q2495,0.0,| Leukocyte count | 9000/mm3 |
ID0870,Merge Q2495,-4.187268559408820,| --- | --- |
ID1540,Merge Q258,0.753631338830399,.
ID1392,Merge Q2594,0.4304258921618320,- BUN: 7 mg/dL (normal: 10-20)
ID1392,Merge Q2594,0.40111261222082600,- Hemoglobin: 6.0 g/dL (normal: 12.0-16.0)
ID1392,Merge Q2594,-1.2423145873079000,- Creatinine: 0.7 mg/dL (normal: 0.6-1.1)
ID1392,Merge Q2594,-2.1746111553067200,"After initial stabilization with fluids and blood products, an urgent upper endoscopy is performed and is negative."
ID1434,Merge Q2609,2.0115308314561800,- Lymphocytes: 35%
ID1434,Merge Q2609,1.23308627647907,- Eosinophils: 1%
ID1434,Merge Q2609,0.5850088131416430,"Endoscopy reveals diffuse gastric mucosal erythema and a 1 cm lesion with a smooth, flat base in the proximal duodenum."
ID1434,Merge Q2609,0.3148714151491770,- Segmented neutrophils: 56%
ID1434,Merge Q2609,0.3138912146717780,- Monocytes: 5%
ID1434,Merge Q2609,0.1699441349080920,"- Platelets: 176,000/mm^3"
ID1434,Merge Q2609,0.05891341343522070,- Basophils: 0.8%
ID1434,Merge Q2609,0.0,"- Leukocyte count: 11,000/mm^3"
ID1434,Merge Q2609,-0.4235820004184030,- Bands: 2%
ID1434,Merge Q2609,-0.5167166462138030,- Positive heme occult stool test
ID1434,Merge Q2609,-1.0297760403264800,- Hemoglobin: 7.2 g/dL
ID0291,Merge Q2630,1.218232840545910,| Respiratory rate | 14/min |
ID0291,Merge Q2630,0.5176371541167400,| Blood pressure | 124/78 mm Hg |
ID0291,Merge Q2630,0.239931128641951,| --- | --- |
ID0291,Merge Q2630,-0.3842818863714330,| Heart rate | 82/min |
ID0291,Merge Q2630,-0.4314403458536410,| Temperature | 36.7°C (98.1°F) |
ID0291,Merge Q2630,-0.47585079585424100,"On examination, the patient is in mild discomfort but is appropriately alert and oriented."
ID0935,Merge Q266,0.0690646190196276,.
ID0094,Merge Q267,2.57487342031758,.
ID0096,Merge Q2672,3.7778224647045100,Alcohol: 300 mg/dL
ID0096,Merge Q2672,0.24064963826777900,Serum:
ID0096,Merge Q2672,0.17771837865035500,HCO3-: 24 mEq/L
ID0096,Merge Q2672,0.0,Na+: 140 mEq/L
ID0096,Merge Q2672,-0.05668601584149040,Cl-: 102 mEq/L
ID0096,Merge Q2672,-0.06900699787460460,Ca2+: 10.2 mg/dL
ID0096,Merge Q2672,-0.18484247696023200,Glucose: 112 mg/dL
ID0096,Merge Q2672,-0.28670527685550000,Creatinine: 1.1 mg/dL
ID0096,Merge Q2672,-0.5022677325443640,K+: 4.1 mEq/L
ID0096,Merge Q2672,-1.182049442453290,BUN: 20 mg/dL
ID0096,Merge Q2672,-2.579133063554760,"After intubation and ICU admission, the patient continues to show inadequate respiratory drive at 24 hours."
ID1617,Merge Q2710,8.915738976752660,"On abdominal examination, there is severe tenderness in the right lower quadrant with rebound and guarding."
ID1617,Merge Q2710,0.3777083128762560,| --- | --- |
ID1617,Merge Q2710,0.0,| Blood pressure | 110/70 mm Hg |
ID1617,Merge Q2710,-0.1167340816675940,| Respirations | 22/min |
