Origin,Question,Labels,Category,Combination
ID0074,q12,"('not applicable', 'not applicable')",Other,
ID0074,q13,"('not applicable', 'not applicable')",Other,
ID0074,q14,"('not applicable', 'not applicable')",Other,
ID0074,q15,"('not applicable', 'not applicable')",Other,
ID0074,q16,"('not applicable', 'not applicable')",Other,
ID0074,q17,"('not applicable', 'not applicable')",Other,
ID0074,q18,"('not applicable', 'not applicable')",Other,
ID0074,q19,"('not applicable', 'not applicable')",Other,
ID0074,q20,"('not applicable', 'not applicable')",Other,
ID0074,q21,"('not applicable', 'not applicable')",Other,
ID0074,q22,"('not applicable', 'not applicable')",Other,
ID0076,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0076,q3,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0076,q4,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0076,q5,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0076,q6,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0076,q7,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0076,q8,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0076,q9,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0076,q10,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0076,q11,"('not applicable', 'not applicable')",Other,
ID0076,q12,"('not applicable', 'not applicable')",Other,
ID0076,q13,"('not applicable', 'not applicable')",Other,
ID0076,q14,"('not applicable', 'not applicable')",Other,
ID0076,q15,"('not applicable', 'not applicable')",Other,
ID0076,q16,"('not applicable', 'not applicable')",Other,
ID0076,q17,"('not applicable', 'not applicable')",Other,
ID0076,q18,"('not applicable', 'not applicable')",Other,
ID0076,q19,"('not applicable', 'not applicable')",Other,
ID0076,q20,"('not applicable', 'not applicable')",Other,
ID0076,q21,"('not applicable', 'not applicable')",Other,
ID0076,q22,"('not applicable', 'not applicable')",Other,
ID0081,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0081,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0081,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0081,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0081,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0081,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0081,q8,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0081,q9,"('not applicable', 'not applicable')",Other,
ID0081,q10,"('not applicable', 'not applicable')",Other,
ID0081,q11,"('not applicable', 'not applicable')",Other,
ID0081,q12,"('not applicable', 'not applicable')",Other,
ID0081,q13,"('not applicable', 'not applicable')",Other,
ID0081,q14,"('not applicable', 'not applicable')",Other,
ID0081,q15,"('not applicable', 'not applicable')",Other,
ID0081,q16,"('not applicable', 'not applicable')",Other,
ID0081,q17,"('not applicable', 'not applicable')",Other,
ID0081,q18,"('not applicable', 'not applicable')",Other,
ID0081,q19,"('not applicable', 'not applicable')",Other,
ID0081,q20,"('not applicable', 'not applicable')",Other,
ID0081,q21,"('not applicable', 'not applicable')",Other,
ID0081,q22,"('not applicable', 'not applicable')",Other,
ID0089,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0089,q3,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0089,q4,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0089,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0089,q6,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0089,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0089,q8,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0089,q9,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0089,q10,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0089,q11,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0089,q12,"('High', 'not applicable')",Other,
ID0089,q13,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0089,q14,"('High', 'Irr')",Low Relevance Labels,"('High', 'Irr')"
ID0089,q15,"('not applicable', 'not applicable')",Other,
ID0089,q16,"('not applicable', 'not applicable')",Other,
ID0089,q17,"('not applicable', 'not applicable')",Other,
ID0089,q18,"('not applicable', 'not applicable')",Other,
ID0089,q19,"('not applicable', 'not applicable')",Other,
ID0089,q20,"('not applicable', 'not applicable')",Other,
ID0089,q21,"('not applicable', 'not applicable')",Other,
ID0089,q22,"('not applicable', 'not applicable')",Other,
ID0093,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0093,q3,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0093,q4,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0093,q5,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0093,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0093,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0093,q8,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0093,q9,"('Irr', 'Low')",Low Relevance Labels,"('Low', 'Irr')"
ID0093,q10,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0093,q11,"('not applicable', 'not applicable')",Other,
ID0093,q12,"('not applicable', 'not applicable')",Other,
ID0093,q13,"('not applicable', 'not applicable')",Other,
ID0093,q14,"('not applicable', 'not applicable')",Other,
ID0093,q15,"('not applicable', 'not applicable')",Other,
ID0093,q16,"('not applicable', 'not applicable')",Other,
ID0093,q17,"('not applicable', 'not applicable')",Other,
ID0093,q18,"('not applicable', 'not applicable')",Other,
ID0093,q19,"('not applicable', 'not applicable')",Other,
ID0093,q20,"('not applicable', 'not applicable')",Other,
ID0093,q21,"('not applicable', 'not applicable')",Other,
ID0093,q22,"('not applicable', 'not applicable')",Other,
ID0094,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0094,q3,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0094,q4,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0094,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0094,q6,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0094,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0094,q8,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0094,q9,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0094,q10,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0094,q11,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0094,q12,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0094,q13,"('not applicable', 'not applicable')",Other,
ID0094,q14,"('not applicable', 'not applicable')",Other,
ID0094,q15,"('not applicable', 'not applicable')",Other,
ID0094,q16,"('not applicable', 'not applicable')",Other,
ID0094,q17,"('not applicable', 'not applicable')",Other,
ID0094,q18,"('not applicable', 'not applicable')",Other,
ID0094,q19,"('not applicable', 'not applicable')",Other,
ID0094,q20,"('not applicable', 'not applicable')",Other,
ID0094,q21,"('not applicable', 'not applicable')",Other,
ID0094,q22,"('not applicable', 'not applicable')",Other,
ID0096,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0096,q3,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0096,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0096,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0096,q6,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0096,q7,"('not applicable', 'not applicable')",Other,
ID0096,q8,"('not applicable', 'not applicable')",Other,
ID0096,q9,"('not applicable', 'not applicable')",Other,
ID0096,q10,"('not applicable', 'not applicable')",Other,
ID0096,q11,"('not applicable', 'not applicable')",Other,
ID0096,q12,"('not applicable', 'not applicable')",Other,
ID0096,q13,"('not applicable', 'not applicable')",Other,
ID0096,q14,"('not applicable', 'not applicable')",Other,
ID0096,q15,"('not applicable', 'not applicable')",Other,
ID0096,q16,"('not applicable', 'not applicable')",Other,
ID0096,q17,"('not applicable', 'not applicable')",Other,
ID0096,q18,"('not applicable', 'not applicable')",Other,
ID0096,q19,"('not applicable', 'not applicable')",Other,
ID0096,q20,"('not applicable', 'not applicable')",Other,
ID0096,q21,"('not applicable', 'not applicable')",Other,
ID0096,q22,"('not applicable', 'not applicable')",Other,
ID0106,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0106,q3,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0106,q4,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0106,q5,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0106,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0106,q7,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0106,q8,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0106,q9,"('not applicable', 'not applicable')",Other,
ID0106,q10,"('not applicable', 'not applicable')",Other,
ID0106,q11,"('not applicable', 'not applicable')",Other,
ID0106,q12,"('not applicable', 'not applicable')",Other,
ID0106,q13,"('not applicable', 'not applicable')",Other,
ID0106,q14,"('not applicable', 'not applicable')",Other,
ID0106,q15,"('not applicable', 'not applicable')",Other,
ID0106,q16,"('not applicable', 'not applicable')",Other,
ID0106,q17,"('not applicable', 'not applicable')",Other,
ID0106,q18,"('not applicable', 'not applicable')",Other,
ID0106,q19,"('not applicable', 'not applicable')",Other,
ID0106,q20,"('not applicable', 'not applicable')",Other,
ID0106,q21,"('not applicable', 'not applicable')",Other,
ID0106,q22,"('not applicable', 'not applicable')",Other,
ID0108,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0108,q3,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0108,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0108,q5,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0108,q6,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0108,q7,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0108,q8,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0108,q9,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0108,q10,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0108,q11,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0108,q12,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0108,q13,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0108,q14,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0108,q15,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0108,q16,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0108,q17,"('High', 'not applicable')",Other,
ID0108,q18,"('not applicable', 'not applicable')",Other,
ID0108,q19,"('not applicable', 'not applicable')",Other,
ID0108,q20,"('not applicable', 'not applicable')",Other,
ID0108,q21,"('not applicable', 'not applicable')",Other,
ID0108,q22,"('not applicable', 'not applicable')",Other,
ID0109,q2,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0109,q3,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0109,q4,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0109,q5,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0109,q6,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0109,q7,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0109,q8,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0109,q9,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0109,q10,"('Low', 'Low')",Low Relevance Labels,"('Low', 'Low')"
ID0109,q11,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0109,q12,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0109,q13,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0109,q14,"('High', 'Irr')",Low Relevance Labels,"('High', 'Irr')"
ID0109,q15,"('High', 'Irr')",Low Relevance Labels,"('High', 'Irr')"
ID0109,q16,"('not applicable', 'not applicable')",Other,
ID0109,q17,"('not applicable', 'not applicable')",Other,
ID0109,q18,"('not applicable', 'not applicable')",Other,
ID0109,q19,"('not applicable', 'not applicable')",Other,
ID0109,q20,"('not applicable', 'not applicable')",Other,
ID0109,q21,"('not applicable', 'not applicable')",Other,
ID0109,q22,"('not applicable', 'not applicable')",Other,
ID0110,q2,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0110,q3,"('High', 'Low')",High Relevance Labels,"('High', 'Low')"
ID0110,q4,"('High', 'High')",High Relevance Labels,"('High', 'High')"
ID0110,q5,"('High', 'High')",High Relevance Labels,"('High', 'High')"
