Origin,Question,Labels,Category,Combination
ID0028,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0028,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0032,q3,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0032,q4,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0032,q5,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0032,q6,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0032,q7,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0032,q8,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0032,q9,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0032,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0034,q2,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0034,q3,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0034,q4,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0034,q5,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0034,q6,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0034,q7,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0034,q8,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0034,q9,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0034,q10,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0034,q11,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0034,q12,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0034,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0034,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0034,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0034,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0034,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0034,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0034,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0034,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0034,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0034,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0039,q3,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0039,q4,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0039,q5,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0039,q6,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q7,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q8,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q9,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0039,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q2,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0045,q3,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0045,q4,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0045,q5,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q6,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q7,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q8,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q9,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0045,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0047,q3,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0047,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0047,q5,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0047,q6,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0047,q7,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0047,q8,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0047,q9,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0047,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0047,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q2,"('High', 'Low', 'not applicable')",Other,
ID0052,q3,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0052,q4,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0052,q5,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0052,q6,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0052,q7,"('High', 'Irr', 'Irr')",Irrelevant Labels,"('High', 'Irr', 'Irr')"
ID0052,q8,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q9,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0052,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0056,q3,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0056,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0056,q5,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0056,q6,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q7,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q8,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q9,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0056,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0057,q2,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0057,q3,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0057,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0057,q5,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0059,q2,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0059,q3,"('High', 'High', 'Irr')",High Relevance Labels,"('High', 'High', 'Irr')"
ID0059,q4,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0059,q5,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0059,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0059,q7,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0059,q8,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0059,q9,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0059,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0062,q3,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0062,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0062,q5,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0062,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0062,q7,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0062,q8,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0062,q9,"('Irr', 'Irr', 'Irr')",Irrelevant Labels,"('Irr', 'Irr', 'Irr')"
ID0062,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0062,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0064,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0064,q3,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0064,q4,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0064,q5,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0064,q6,"('High', 'Irr', 'Irr')",Irrelevant Labels,"('High', 'Irr', 'Irr')"
ID0067,q2,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0067,q3,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0067,q4,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0069,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0069,q3,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0069,q4,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0069,q5,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0069,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0069,q7,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0069,q8,"('High', 'Irr', 'Low')",Low Relevance Labels,"('High', 'Low', 'Irr')"
ID0069,q9,"('Irr', 'Irr', 'Low')",Irrelevant Labels,"('Low', 'Irr', 'Irr')"
ID0069,q10,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0069,q11,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0069,q12,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0069,q13,"('Irr', 'Low', 'not applicable')",Other,
ID0069,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0069,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0069,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0069,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0069,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0069,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0069,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0069,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0069,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0073,q3,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0073,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0073,q5,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0073,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0073,q7,"('Irr', 'Low', 'Low')",Irrelevant Labels,"('Low', 'Low', 'Irr')"
ID0073,q8,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0073,q9,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0073,q10,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q11,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q12,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q13,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q14,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q15,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q16,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q17,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q18,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q19,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q20,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q21,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0073,q22,"('not applicable', 'not applicable', 'not applicable')",Other,
ID0078,q2,"('High', 'High', 'High')",High Relevance Labels,"('High', 'High', 'High')"
ID0078,q3,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
ID0078,q4,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0078,q5,"('High', 'High', 'Low')",High Relevance Labels,"('High', 'High', 'Low')"
ID0078,q6,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0078,q7,"('Low', 'Low', 'Low')",Low Relevance Labels,"('Low', 'Low', 'Low')"
ID0078,q8,"('High', 'Low', 'Low')",High Relevance Labels,"('High', 'Low', 'Low')"
