Origin,Question,Labels,Category,Combination
ID0099,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0099,q6,"('High',)",High Relevance Labels,"('High',)"
ID0099,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0099,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0099,q9,"('High',)",High Relevance Labels,"('High',)"
ID0099,q10,"('High',)",High Relevance Labels,"('High',)"
ID0099,q11,"('High',)",High Relevance Labels,"('High',)"
ID0099,q12,"('Low',)",Low Relevance Labels,"('Low',)"
ID0099,q13,"('Low',)",Low Relevance Labels,"('Low',)"
ID0099,q14,"('not applicable',)",Other,
ID0099,q15,"('not applicable',)",Other,
ID0099,q16,"('not applicable',)",Other,
ID0099,q17,"('not applicable',)",Other,
ID0099,q18,"('not applicable',)",Other,
ID0099,q19,"('not applicable',)",Other,
ID0099,q20,"('not applicable',)",Other,
ID0099,q21,"('not applicable',)",Other,
ID0099,q22,"('not applicable',)",Other,
ID0102,q2,"('Low',)",Low Relevance Labels,"('Low',)"
ID0102,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0102,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0102,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0102,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0102,q7,"('High',)",High Relevance Labels,"('High',)"
ID0102,q8,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0102,q9,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0102,q10,"('High',)",High Relevance Labels,"('High',)"
ID0102,q11,"('High',)",High Relevance Labels,"('High',)"
ID0102,q12,"('Low',)",Low Relevance Labels,"('Low',)"
ID0102,q13,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0115,q2,"('High',)",High Relevance Labels,"('High',)"
ID0115,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q6,"('High',)",High Relevance Labels,"('High',)"
ID0115,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q11,"('High',)",High Relevance Labels,"('High',)"
ID0115,q12,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q13,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q14,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q15,"('Low',)",Low Relevance Labels,"('Low',)"
ID0115,q16,"('High',)",High Relevance Labels,"('High',)"
ID0115,q17,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0115,q18,"('not applicable',)",Other,
ID0115,q19,"('not applicable',)",Other,
ID0115,q20,"('not applicable',)",Other,
ID0115,q21,"('not applicable',)",Other,
ID0115,q22,"('not applicable',)",Other,
ID0117,q2,"('High',)",High Relevance Labels,"('High',)"
ID0117,q3,"('High',)",High Relevance Labels,"('High',)"
ID0117,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0117,q5,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0117,q6,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0117,q7,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0117,q8,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0117,q9,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0117,q10,"('High',)",High Relevance Labels,"('High',)"
ID0117,q11,"('High',)",High Relevance Labels,"('High',)"
ID0117,q12,"('not applicable',)",Other,
ID0117,q13,"('not applicable',)",Other,
ID0117,q14,"('not applicable',)",Other,
ID0117,q15,"('not applicable',)",Other,
ID0117,q16,"('not applicable',)",Other,
ID0117,q17,"('not applicable',)",Other,
ID0117,q18,"('not applicable',)",Other,
ID0117,q19,"('not applicable',)",Other,
ID0117,q20,"('not applicable',)",Other,
ID0117,q21,"('not applicable',)",Other,
ID0117,q22,"('not applicable',)",Other,
ID0125,q2,"('High',)",High Relevance Labels,"('High',)"
ID0125,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0125,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0125,q5,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0125,q6,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0125,q7,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0125,q8,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0125,q9,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0125,q10,"('High',)",High Relevance Labels,"('High',)"
ID0125,q11,"('High',)",High Relevance Labels,"('High',)"
ID0125,q12,"('Irr',)",Irrelevant Labels,"('Irr',)"
ID0125,q13,"('High',)",High Relevance Labels,"('High',)"
ID0125,q14,"('High',)",High Relevance Labels,"('High',)"
ID0125,q15,"('not applicable',)",Other,
ID0125,q16,"('not applicable',)",Other,
ID0125,q17,"('not applicable',)",Other,
ID0125,q18,"('not applicable',)",Other,
ID0125,q19,"('not applicable',)",Other,
ID0125,q20,"('not applicable',)",Other,
ID0125,q21,"('not applicable',)",Other,
ID0125,q22,"('not applicable',)",Other,
ID0127,q2,"('High',)",High Relevance Labels,"('High',)"
ID0127,q3,"('High',)",High Relevance Labels,"('High',)"
ID0127,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0127,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0127,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0127,q7,"('High',)",High Relevance Labels,"('High',)"
ID0127,q8,"('High',)",High Relevance Labels,"('High',)"
ID0127,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0127,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0127,q11,"('High',)",High Relevance Labels,"('High',)"
ID0127,q12,"('High',)",High Relevance Labels,"('High',)"
ID0127,q13,"('High',)",High Relevance Labels,"('High',)"
ID0127,q14,"('High',)",High Relevance Labels,"('High',)"
ID0135,q2,"('High',)",High Relevance Labels,"('High',)"
ID0135,q3,"('High',)",High Relevance Labels,"('High',)"
ID0135,q4,"('High',)",High Relevance Labels,"('High',)"
ID0135,q5,"('High',)",High Relevance Labels,"('High',)"
ID0135,q6,"('High',)",High Relevance Labels,"('High',)"
ID0135,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0135,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0135,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0137,q2,"('High',)",High Relevance Labels,"('High',)"
ID0137,q3,"('Low',)",Low Relevance Labels,"('Low',)"
ID0137,q4,"('High',)",High Relevance Labels,"('High',)"
ID0137,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0137,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0137,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0137,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0137,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0137,q10,"('not applicable',)",Other,
ID0137,q11,"('not applicable',)",Other,
ID0137,q12,"('not applicable',)",Other,
ID0137,q13,"('not applicable',)",Other,
ID0137,q14,"('not applicable',)",Other,
ID0137,q15,"('not applicable',)",Other,
ID0137,q16,"('not applicable',)",Other,
ID0137,q17,"('not applicable',)",Other,
ID0137,q18,"('not applicable',)",Other,
ID0137,q19,"('not applicable',)",Other,
ID0137,q20,"('not applicable',)",Other,
ID0137,q21,"('not applicable',)",Other,
ID0137,q22,"('not applicable',)",Other,
ID0140,q2,"('High',)",High Relevance Labels,"('High',)"
ID0140,q3,"('High',)",High Relevance Labels,"('High',)"
ID0140,q4,"('Low',)",Low Relevance Labels,"('Low',)"
ID0140,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0140,q6,"('High',)",High Relevance Labels,"('High',)"
ID0140,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0140,q8,"('not applicable',)",Other,
ID0140,q9,"('not applicable',)",Other,
ID0140,q10,"('not applicable',)",Other,
ID0140,q11,"('not applicable',)",Other,
ID0140,q12,"('not applicable',)",Other,
ID0140,q13,"('not applicable',)",Other,
ID0140,q14,"('not applicable',)",Other,
ID0140,q15,"('not applicable',)",Other,
ID0140,q16,"('not applicable',)",Other,
ID0140,q17,"('not applicable',)",Other,
ID0140,q18,"('not applicable',)",Other,
ID0140,q19,"('not applicable',)",Other,
ID0140,q20,"('not applicable',)",Other,
ID0140,q21,"('not applicable',)",Other,
ID0140,q22,"('not applicable',)",Other,
ID0141,q2,"('Low',)",Low Relevance Labels,"('Low',)"
ID0141,q3,"('High',)",High Relevance Labels,"('High',)"
ID0141,q4,"('High',)",High Relevance Labels,"('High',)"
ID0141,q5,"('Low',)",Low Relevance Labels,"('Low',)"
ID0141,q6,"('not applicable',)",Other,
ID0141,q7,"('not applicable',)",Other,
ID0141,q8,"('not applicable',)",Other,
ID0141,q9,"('not applicable',)",Other,
ID0141,q10,"('not applicable',)",Other,
ID0141,q11,"('not applicable',)",Other,
ID0141,q12,"('not applicable',)",Other,
ID0141,q13,"('not applicable',)",Other,
ID0141,q14,"('not applicable',)",Other,
ID0141,q15,"('not applicable',)",Other,
ID0141,q16,"('not applicable',)",Other,
ID0141,q17,"('not applicable',)",Other,
ID0141,q18,"('not applicable',)",Other,
ID0141,q19,"('not applicable',)",Other,
ID0141,q20,"('not applicable',)",Other,
ID0141,q21,"('not applicable',)",Other,
ID0141,q22,"('not applicable',)",Other,
ID0144,q2,"('High',)",High Relevance Labels,"('High',)"
ID0144,q3,"('High',)",High Relevance Labels,"('High',)"
ID0144,q4,"('High',)",High Relevance Labels,"('High',)"
ID0144,q5,"('High',)",High Relevance Labels,"('High',)"
ID0144,q6,"('Low',)",Low Relevance Labels,"('Low',)"
ID0144,q7,"('Low',)",Low Relevance Labels,"('Low',)"
ID0144,q8,"('Low',)",Low Relevance Labels,"('Low',)"
ID0144,q9,"('Low',)",Low Relevance Labels,"('Low',)"
ID0144,q10,"('Low',)",Low Relevance Labels,"('Low',)"
ID0144,q11,"('Low',)",Low Relevance Labels,"('Low',)"
ID0144,q12,"('Low',)",Low Relevance Labels,"('Low',)"
ID0144,q13,"('High',)",High Relevance Labels,"('High',)"
ID0144,q14,"('Low',)",Low Relevance Labels,"('Low',)"
ID0144,q15,"('not applicable',)",Other,
ID0144,q16,"('not applicable',)",Other,
