Origin,data_source_corr_x,n_rows,q1_votes,vote_count_map,majority_q1,is_tie,correct_answer,mv_correct,row_correct_count,row_accuracy,duration_mean_s,duration_median_s,duration_std_s,duration_min_s,duration_max_s,duration_sum_s
ID0235,medxpert,3,B;B;F,B:2;F:1,B,False,B,True,2,0.6666666666666666,141.0,126.0,98.36157786453,51.0,246.0,423.0
ID0236,jama,3,A;D;B,A:1;B:1;D:1,,True,C,False,0,0.0,72.33333333333333,75.0,22.12088003071608,49.0,93.0,217.0
ID0237,mmlu,3,D;A;A,A:2;D:1,A,False,A,True,2,0.6666666666666666,109.66666666666667,103.0,40.414518843273804,73.0,153.0,329.0
ID0238,medbullets,3,A;D;D,A:1;D:2,D,False,D,True,2,0.6666666666666666,60.333333333333336,50.0,32.74650108535771,34.0,97.0,181.0
ID0242,medxpert,3,A;A;A,A:3,A,False,A,True,3,1.0,64.0,57.0,42.930175867331364,25.0,110.0,192.0
ID0243,jama,3,C;C;C,C:3,C,False,C,True,3,1.0,90.0,85.0,71.63099887618489,21.0,164.0,270.0
ID0244,medbullets,3,C;C;B,B:1;C:2,C,False,C,True,2,0.6666666666666666,36.333333333333336,32.0,11.150485789118488,28.0,49.0,109.0
ID0247,medbullets,3,C;B;C,B:1;C:2,C,False,C,True,2,0.6666666666666666,45.666666666666664,34.0,20.207259421636902,34.0,69.0,137.0
ID0249,medbullets,3,C;A;A,A:2;C:1,A,False,C,False,1,0.3333333333333333,88.33333333333333,105.0,49.16638417997945,33.0,127.0,265.0
ID0251,mmlu,3,B;D;C,B:1;C:1;D:1,,True,D,False,1,0.3333333333333333,95.33333333333333,75.0,48.7886598845811,60.0,151.0,286.0
ID0253,mmlu,3,C;D;A,A:1;C:1;D:1,,True,D,False,1,0.3333333333333333,29.666666666666668,26.0,10.96965511460289,21.0,42.0,89.0
ID0254,jama,3,D;A;C,A:1;C:1;D:1,,True,D,False,1,0.3333333333333333,99.33333333333333,107.0,15.044378795195676,82.0,109.0,298.0
ID0256,mmlu,3,D;D;D,D:3,D,False,D,True,3,1.0,109.66666666666667,59.0,107.37473321658747,37.0,233.0,329.0
ID0262,medxpert,3,H;I;C,C:1;H:1;I:1,,True,H,False,1,0.3333333333333333,68.66666666666667,63.0,17.214335111567145,55.0,88.0,206.0
ID0265,mmlu,3,A;A;B,A:2;B:1,A,False,C,False,0,0.0,55.666666666666664,63.0,21.93931022920578,31.0,73.0,167.0
ID0268,jama,3,C;D;D,C:1;D:2,D,False,C,False,1,0.3333333333333333,144.33333333333334,150.0,44.76978147515725,97.0,186.0,433.0
ID0270,mmlu,3,D;D;D,D:3,D,False,D,True,3,1.0,50.666666666666664,54.0,8.504900548115383,41.0,57.0,152.0
ID0275,medxpert,3,A;I;G,A:1;G:1;I:1,,True,C,False,0,0.0,72.0,76.0,16.3707055437449,54.0,86.0,216.0
ID0278,jama,3,C;C;C,C:3,C,False,C,True,3,1.0,73.0,52.0,43.485629810317796,44.0,123.0,219.0
ID0281,medxpert,3,A;A;B,A:2;B:1,A,False,A,True,2,0.6666666666666666,111.0,80.0,95.35722311393091,35.0,218.0,333.0
ID0284,medxpert,3,F;F;B,B:1;F:2,F,False,I,False,0,0.0,168.0,166.0,20.074859899884732,149.0,189.0,504.0
ID0291,medxpert,3,H;D;E,D:1;E:1;H:1,,True,D,False,1,0.3333333333333333,105.66666666666667,85.0,65.49300217071541,53.0,179.0,317.0
ID0292,medxpert,3,G;I;J,G:1;I:1;J:1,,True,G,False,1,0.3333333333333333,294.0,333.0,160.1030917877603,118.0,431.0,882.0
ID0293,medxpert,3,I;D;B,B:1;D:1;I:1,,True,B,False,1,0.3333333333333333,57.333333333333336,49.0,40.15387071420803,22.0,101.0,172.0
ID0296,jama,3,B;D;B,B:2;D:1,B,False,C,False,0,0.0,107.33333333333333,103.0,61.61439225808637,48.0,171.0,322.0
ID0297,jama,3,A;B;A,A:2;B:1,A,False,B,False,1,0.3333333333333333,91.33333333333333,77.0,37.60762334066503,63.0,134.0,274.0
ID0298,medxpert,3,B;B;J,B:2;J:1,B,False,H,False,0,0.0,121.0,91.0,61.73329733620261,80.0,192.0,363.0
ID0300,jama,3,C;C;B,B:1;C:2,C,False,C,True,2,0.6666666666666666,111.66666666666667,107.0,41.198705481281,73.0,155.0,335.0
ID0302,jama,3,C;C;A,A:1;C:2,C,False,C,True,2,0.6666666666666666,77.0,99.0,49.78955713801841,20.0,112.0,231.0
ID0303,medxpert,3,D;F;E,D:1;E:1;F:1,,True,F,False,1,0.3333333333333333,75.66666666666667,63.0,29.143323992525858,55.0,109.0,227.0
ID0304,medxpert,3,B;C;B,B:2;C:1,B,False,I,False,0,0.0,74.66666666666667,70.0,18.44812546936228,59.0,95.0,224.0
ID0305,medbullets,3,C;A;D,A:1;C:1;D:1,,True,B,False,0,0.0,101.66666666666667,92.0,24.00694344004112,84.0,129.0,305.0
ID0307,mmlu,3,D;D;B,B:1;D:2,D,False,D,True,2,0.6666666666666666,123.0,52.0,133.50280895921253,40.0,277.0,369.0
ID0309,medbullets,3,D;A;B,A:1;B:1;D:1,,True,A,False,1,0.3333333333333333,62.0,57.0,11.357816691600547,54.0,75.0,186.0
ID0310,jama,3,A;A;D,A:2;D:1,A,False,C,False,0,0.0,76.33333333333333,82.0,47.752835866923476,26.0,121.0,229.0
ID0313,mmlu,3,A;A;A,A:3,A,False,A,True,3,1.0,25.333333333333332,24.0,8.082903768654761,18.0,34.0,76.0
ID0314,medbullets,3,C;C;C,C:3,C,False,C,True,3,1.0,86.66666666666667,106.0,42.44211744639201,38.0,116.0,260.0
ID0315,mmlu,3,C;C;C,C:3,C,False,C,True,3,1.0,125.0,130.0,67.63874629234341,55.0,190.0,375.0
ID0317,medxpert,3,A;C;F,A:1;C:1;F:1,,True,F,False,1,0.3333333333333333,94.0,80.0,51.44900387762624,51.0,151.0,282.0
ID0320,medxpert,3,D;F;J,D:1;F:1;J:1,,True,A,False,0,0.0,80.0,86.0,15.874507866387544,62.0,92.0,240.0
ID0321,jama,3,A;B;A,A:2;B:1,A,False,B,False,1,0.3333333333333333,46.0,54.0,21.166010488516726,22.0,62.0,138.0
ID0324,jama,4,C;C;C;C,C:4,C,False,C,True,4,1.0,95.25,96.0,26.36127209879422,63.0,126.0,381.0
ID0325,medbullets,3,B;B;B,B:3,B,False,B,True,3,1.0,76.33333333333333,98.0,43.730233629988,26.0,105.0,229.0
ID0327,medxpert,3,J;C;C,C:2;J:1,C,False,C,True,2,0.6666666666666666,68.33333333333333,71.0,24.11085509336683,43.0,91.0,205.0
ID0328,jama,3,B;A;D,A:1;B:1;D:1,,True,A,False,1,0.3333333333333333,108.0,107.0,13.527749258468683,95.0,122.0,324.0
ID0330,medbullets,3,C;A;A,A:2;C:1,A,False,C,False,1,0.3333333333333333,59.0,57.0,38.03945320322047,22.0,98.0,177.0
ID0332,jama,3,B;C;C,B:1;C:2,C,False,C,True,2,0.6666666666666666,88.0,76.0,35.552777669262355,60.0,128.0,264.0
ID0334,jama,3,C;C;B,B:1;C:2,C,False,C,True,2,0.6666666666666666,120.66666666666667,136.0,33.724372986511305,82.0,144.0,362.0
ID0336,medxpert,3,E;J;D,D:1;E:1;J:1,,True,E,False,1,0.3333333333333333,68.66666666666667,65.0,20.744477176668816,50.0,91.0,206.0
ID0337,jama,3,D;C;B,B:1;C:1;D:1,,True,C,False,1,0.3333333333333333,121.33333333333333,119.0,49.54122862155655,73.0,172.0,364.0
ID0339,mmlu,3,B;A;B,A:1;B:2,B,False,B,True,2,0.6666666666666666,52.0,28.0,48.662100242385755,20.0,108.0,156.0
ID0345,jama,3,A;A;D,A:2;D:1,A,False,A,True,2,0.6666666666666666,98.33333333333333,70.0,53.46338310781813,65.0,160.0,295.0
ID0349,medxpert,3,C;C;C,C:3,C,False,C,True,3,1.0,95.0,63.0,89.40357934669059,26.0,196.0,285.0
ID0352,jama,3,B;A;A,A:2;B:1,A,False,A,True,2,0.6666666666666666,71.33333333333333,59.0,49.66219219218311,29.0,126.0,214.0
ID0353,medxpert,3,H;D;D,D:2;H:1,D,False,H,False,1,0.3333333333333333,137.0,118.0,59.80802621722272,89.0,204.0,411.0
ID0356,jama,3,D;B;B,B:2;D:1,B,False,A,False,0,0.0,70.33333333333333,61.0,38.85013942488924,37.0,113.0,211.0
ID0357,medxpert,3,E;J;F,E:1;F:1;J:1,,True,B,False,0,0.0,49.0,49.0,18.0,31.0,67.0,147.0
ID0359,medxpert,3,D;C;C,C:2;D:1,C,False,A,False,0,0.0,25.333333333333332,28.0,4.618802153517007,20.0,28.0,76.0
ID0360,mmlu,3,A;A;A,A:3,A,False,A,True,3,1.0,61.666666666666664,42.0,45.785732857881975,29.0,114.0,185.0
ID0363,medbullets,3,A;A;B,A:2;B:1,A,False,A,True,2,0.6666666666666666,77.66666666666667,86.0,17.09775813764288,58.0,89.0,233.0
ID0364,jama,3,B;B;C,B:2;C:1,B,False,B,True,2,0.6666666666666666,76.66666666666667,72.0,28.290163190291665,51.0,107.0,230.0
ID0367,medxpert,3,H;C;C,C:2;H:1,C,False,F,False,0,0.0,111.0,101.0,28.35489375751565,89.0,143.0,333.0
ID0368,jama,3,A;D;D,A:1;D:2,D,False,D,True,2,0.6666666666666666,108.33333333333333,98.0,17.8978583448784,98.0,129.0,325.0
ID0371,medxpert,3,F;F;F,F:3,F,False,F,True,3,1.0,97.66666666666667,81.0,64.63229326995393,43.0,169.0,293.0
ID0376,medxpert,3,D;G;J,D:1;G:1;J:1,,True,A,False,0,0.0,77.33333333333333,73.0,9.29157324317757,71.0,88.0,232.0
ID0379,medxpert,3,A;A;C,A:2;C:1,A,False,C,False,1,0.3333333333333333,174.0,57.0,211.36934498644783,47.0,418.0,522.0
ID0382,medbullets,3,C;C;B,B:1;C:2,C,False,C,True,2,0.6666666666666666,53.333333333333336,64.0,25.716402029314548,24.0,72.0,160.0
ID0385,medxpert,3,H;H;H,H:3,H,False,I,False,0,0.0,87.66666666666667,82.0,13.428824718989123,78.0,103.0,263.0
ID0388,medxpert,3,F;I;F,F:2;I:1,F,False,F,True,2,0.6666666666666666,129.66666666666666,144.0,47.16283847833306,77.0,168.0,389.0
ID0389,jama,3,A;A;C,A:2;C:1,A,False,C,False,1,0.3333333333333333,168.0,193.0,55.86591089385369,104.0,207.0,504.0
ID0391,medxpert,3,G;A;A,A:2;G:1,A,False,A,True,2,0.6666666666666666,97.33333333333333,111.0,23.671361036774655,70.0,111.0,292.0
ID0393,jama,3,A;D;B,A:1;B:1;D:1,,True,D,False,1,0.3333333333333333,132.33333333333334,176.0,84.44130111108741,35.0,186.0,397.0
ID0395,jama,3,C;C;D,C:2;D:1,C,False,C,True,2,0.6666666666666666,89.33333333333333,89.0,34.50120770833006,55.0,124.0,268.0
ID0396,medbullets,3,B;B;B,B:3,B,False,B,True,3,1.0,31.666666666666668,30.0,17.559422921421234,15.0,50.0,95.0
ID0397,medxpert,3,I;C;A,A:1;C:1;I:1,,True,B,False,0,0.0,231.0,162.0,167.52014804195943,109.0,422.0,693.0
ID0399,jama,3,C;C;D,C:2;D:1,C,False,C,True,2,0.6666666666666666,131.0,92.0,87.29833904490967,70.0,231.0,393.0
ID0400,jama,3,B;B;B,B:3,B,False,B,True,3,1.0,121.66666666666667,112.0,33.56088993655164,94.0,159.0,365.0
ID0403,medbullets,3,D;C;C,C:2;D:1,C,False,B,False,0,0.0,63.666666666666664,62.0,7.637626158259733,57.0,72.0,191.0
ID0405,jama,3,D;B;D,B:1;D:2,D,False,B,False,1,0.3333333333333333,112.33333333333333,116.0,30.6648550189518,80.0,141.0,337.0
ID0406,mmlu,3,B;D;D,B:1;D:2,D,False,D,True,2,0.6666666666666666,55.333333333333336,48.0,27.736858750286295,32.0,86.0,166.0
ID0407,medxpert,3,A;A;J,A:2;J:1,A,False,G,False,0,0.0,147.66666666666666,115.0,74.57434768962672,95.0,233.0,443.0
ID0409,mmlu,3,D;D;D,D:3,D,False,D,True,3,1.0,66.66666666666667,68.0,43.015501081974314,23.0,109.0,200.0
ID0416,medxpert,3,I;A;B,A:1;B:1;I:1,,True,I,False,1,0.3333333333333333,68.33333333333333,74.0,38.81151032017865,27.0,104.0,205.0
ID0417,jama,3,D;B;D,B:1;D:2,D,False,D,True,2,0.6666666666666666,92.0,115.0,40.70626487409524,45.0,116.0,276.0
ID0421,jama,3,C;C;D,C:2;D:1,C,False,D,False,1,0.3333333333333333,123.33333333333333,136.0,45.34681172181053,73.0,161.0,370.0
ID0422,jama,3,C;C;C,C:3,C,False,C,True,3,1.0,65.0,66.0,10.535653752852738,54.0,75.0,195.0
ID0426,medxpert,3,J;A;B,A:1;B:1;J:1,,True,D,False,0,0.0,113.66666666666667,118.0,19.857828011475306,92.0,131.0,341.0
ID0428,mmlu,3,D;D;D,D:3,D,False,D,True,3,1.0,32.0,33.0,10.535653752852738,21.0,42.0,96.0
ID0429,mmlu,3,C;C;B,B:1;C:2,C,False,B,False,1,0.3333333333333333,76.66666666666667,67.0,60.086049406940816,22.0,141.0,230.0
ID0433,medxpert,3,B;C;E,B:1;C:1;E:1,,True,E,False,1,0.3333333333333333,64.33333333333333,45.0,35.23256069793016,43.0,105.0,193.0
ID0435,medxpert,3,I;C;D,C:1;D:1;I:1,,True,I,False,1,0.3333333333333333,145.0,166.0,38.118237105091836,101.0,168.0,435.0
ID0437,mmlu,3,C;C;C,C:3,C,False,C,True,3,1.0,75.0,76.0,1.7320508075688772,73.0,76.0,225.0
ID0438,medbullets,3,B;B;B,B:3,B,False,B,True,3,1.0,112.0,95.0,58.38664230798,64.0,177.0,336.0
ID0440,medxpert,3,D;D;H,D:2;H:1,D,False,B,False,0,0.0,66.33333333333333,81.0,39.11947511576981,22.0,96.0,199.0
ID0447,medbullets,3,D;D;D,D:3,D,False,D,True,3,1.0,136.0,130.0,108.1249277456406,31.0,247.0,408.0
ID0449,jama,3,C;A;C,A:1;C:2,C,False,C,True,2,0.6666666666666666,197.66666666666666,162.0,87.15694655811052,134.0,297.0,593.0
ID0453,jama,3,C;D;B,B:1;C:1;D:1,,True,D,False,1,0.3333333333333333,87.33333333333333,92.0,24.33789911502908,61.0,109.0,262.0
ID0455,medxpert,3,E;E;E,E:3,E,False,E,True,3,1.0,92.33333333333333,85.0,44.45597072760118,52.0,140.0,277.0
ID0458,medxpert,3,E;F;C,C:1;E:1;F:1,,True,F,False,1,0.3333333333333333,58.333333333333336,43.0,44.04921490030592,24.0,108.0,175.0
