ID_corr,centaur_question_corr,sentence_number_corr,answer_corr,data_source_corr,original_sentences,question_options,5_answer,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
ID1696,"### Step 1: Read excerpt

1. A 49-year-old woman presents with facial discomfort and nasal congestion lasting 10 days.
2. Her medical history is notable for chronic nasal congestion and anosmia, which have progressively worsened over the past few years.
3. She is otherwise healthy, without allergies, and is not on any medications.
4. On examination, her vital signs are normal, and she is afebrile.
5. There is no tenderness over the sinuses on palpation.
6. Anterior rhinoscopy reveals bilateral lobulated masses with pale mucosa in both nasal cavities.

### Step 2: Answer QA Details

What is the most appropriate next step in managing this patient?

A. MRI with contrast of the sinuses  
B. CT of the sinuses  
C. Oral antibiotic therapy  
D. Allergy testing  
E. Nasal decongestant spray  
F. Referral to ENT specialist  
G. Saline nasal irrigation  
H. Oral antihistamine therapy  
I. Endoscopic biopsy of the masses  
J. Intranasal glucocorticoid spray  

### Step 3: Determine sentence relevance

1. A 49-year-old woman presents with facial discomfort and nasal congestion lasting 10 days.
2. Her medical history is notable for chronic nasal congestion and anosmia, which have progressively worsened over the past few years.
3. She is otherwise healthy, without allergies, and is not on any medications.
4. On examination, her vital signs are normal, and she is afebrile.
5. There is no tenderness over the sinuses on palpation.
6. Anterior rhinoscopy reveals bilateral lobulated masses with pale mucosa in both nasal cavities.",6,J,medxpert,"1. A 49-year-old woman presents with facial discomfort and nasal congestion lasting 10 days.
2. Her medical history is notable for chronic nasal congestion and anosmia, which have progressively worsened over the past few years.
3. She is otherwise healthy, without allergies, and is not on any medications.
4. On examination, her vital signs are normal, and she is afebrile.
5. There is no tenderness over the sinuses on palpation.
6. Anterior rhinoscopy reveals bilateral lobulated masses with pale mucosa in both nasal cavities.","What is the most appropriate next step in managing this patient?

A. MRI with contrast of the sinuses  
B. CT of the sinuses  
C. Oral antibiotic therapy  
D. Allergy testing  
E. Nasal decongestant spray  
F. Referral to ENT specialist  
G. Saline nasal irrigation  
H. Oral antihistamine therapy  
I. Endoscopic biopsy of the masses  
J. Intranasal glucocorticoid spray",J,,,,,,,,,,,,,,,,,,,,,
ID1741,"**Step 1: Read excerpt**

1. A patient with advanced melanoma (stage IV with liver, lung, and lymph node metastases) presents for evaluation of severe lower back pain that began one week ago.  
2. The pain is described as a significant midline lower back ache with sharp bilateral radiation to the lower extremities, accompanied by new difficulty standing from seated position.  
3. Current treatment includes oxycodone and combination immunotherapy with pembrolizumab and ipilimumab.  
4. On examination, vital signs show: temperature 98.4°F, pulse 94/min, blood pressure 132/86 mm Hg, and oxygen saturation 97% on room air.  
5. The lower back is tender to light touch.  
6. The patient moves all extremities spontaneously, with 3+/5 strength in both lower extremities.  
7. Lower extremity sensation and reflexes are intact.  
8. Spinal MRI reveals a new T12 lytic lesion with vertebral body collapse, bone fragment retropulsion into the spinal cord, epidural extension, and cord compression.  

**Step 2: Answer QA Details**

After emergency administration of dexamethasone, what is the most appropriate next step in management?

A. Discontinue immunotherapy  
B. Vancomycin plus piperacillin-tazobactam  
C. Increase oxycodone dosage  
D. MRI with contrast  
E. Urgent vertebroplasty  
F. Neurosurgical consultation  
G. Continue dexamethasone  
H. Physical therapy evaluation  
I. Palliative care consultation  
J. Radiation-oncology consultation  

**Step 3: Determine sentence relevance**

1. A patient with advanced melanoma (stage IV with liver, lung, and lymph node metastases) presents for evaluation of severe lower back pain that began one week ago.  
2. The pain is described as a significant midline lower back ache with sharp bilateral radiation to the lower extremities, accompanied by new difficulty standing from seated position.  
3. Current treatment includes oxycodone and combination immunotherapy with pembrolizumab and ipilimumab.  
4. On examination, vital signs show: temperature 98.4°F, pulse 94/min, blood pressure 132/86 mm Hg, and oxygen saturation 97% on room air.  
5. The lower back is tender to light touch.  
6. The patient moves all extremities spontaneously, with 3+/5 strength in both lower extremities.  
7. Lower extremity sensation and reflexes are intact.  
8. Spinal MRI reveals a new T12 lytic lesion with vertebral body collapse, bone fragment retropulsion into the spinal cord, epidural extension, and cord compression.  ",8,F,medxpert,"1. A patient with advanced melanoma (stage IV with liver, lung, and lymph node metastases) presents for evaluation of severe lower back pain that began one week ago.  
2. The pain is described as a significant midline lower back ache with sharp bilateral radiation to the lower extremities, accompanied by new difficulty standing from seated position.  
3. Current treatment includes oxycodone and combination immunotherapy with pembrolizumab and ipilimumab.  
4. On examination, vital signs show: temperature 98.4°F, pulse 94/min, blood pressure 132/86 mm Hg, and oxygen saturation 97% on room air.  
5. The lower back is tender to light touch.  
6. The patient moves all extremities spontaneously, with 3+/5 strength in both lower extremities.  
7. Lower extremity sensation and reflexes are intact.  
8. Spinal MRI reveals a new T12 lytic lesion with vertebral body collapse, bone fragment retropulsion into the spinal cord, epidural extension, and cord compression.","After emergency administration of dexamethasone, what is the most appropriate next step in management?

A. Discontinue immunotherapy  
B. Vancomycin plus piperacillin-tazobactam  
C. Increase oxycodone dosage  
D. MRI with contrast  
E. Urgent vertebroplasty  
F. Neurosurgical consultation  
G. Continue dexamethasone  
H. Physical therapy evaluation  
I. Palliative care consultation  
J. Radiation-oncology consultation",F,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID1750,"### Step 1: Read excerpt
1. A 16-year-old boy with no significant medical history is planning to travel to India with his family in 10 days for the birth of his niece.
2. His immunization records indicate that he has not received the hepatitis A vaccine.
3. He has lived in the United States his entire life.

### Step 2: Answer QA Details
What is the most appropriate strategy to prevent hepatitis A virus infection in this traveler?

A. Administer immunoglobulin only, as there is insufficient time for vaccine response  
B. Recommend strict dietary precautions only, as vaccination timing is suboptimal  
C. Complete the full two-dose hepatitis A vaccine series before departure  
D. Delay travel until full vaccination series can be completed  
E. Administer an accelerated vaccine schedule with doses 0, 7, and 21 days  
F. Provide education on safe food practices without additional prophylaxis or testing  
G. Administer combined hepatitis A and B vaccine series  
H. Administer the first dose of hepatitis A vaccine, and administer immunoglobulin the day before departure  
I. Administer the first dose of hepatitis A vaccine now  
J. No intervention needed as risk is minimal for short-term travel  

### Step 3: Determine sentence relevance
1. A 16-year-old boy with no significant medical history is planning to travel to India with his family in 10 days for the birth of his niece.
2. His immunization records indicate that he has not received the hepatitis A vaccine.
3. He has lived in the United States his entire life.",3,I,medxpert,"1. A 16-year-old boy with no significant medical history is planning to travel to India with his family in 10 days for the birth of his niece.
2. His immunization records indicate that he has not received the hepatitis A vaccine.
3. He has lived in the United States his entire life.","What is the most appropriate strategy to prevent hepatitis A virus infection in this traveler?

A. Administer immunoglobulin only, as there is insufficient time for vaccine response  
B. Recommend strict dietary precautions only, as vaccination timing is suboptimal  
C. Complete the full two-dose hepatitis A vaccine series before departure  
D. Delay travel until full vaccination series can be completed  
E. Administer an accelerated vaccine schedule with doses 0, 7, and 21 days  
F. Provide education on safe food practices without additional prophylaxis or testing  
G. Administer combined hepatitis A and B vaccine series  
H. Administer the first dose of hepatitis A vaccine, and administer immunoglobulin the day before departure  
I. Administer the first dose of hepatitis A vaccine now  
J. No intervention needed as risk is minimal for short-term travel",I,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1751,"### Step 1: Read excerpt
1. A 34-year-old woman presents to the clinic with complaints of right shoulder pain and mild shortness of breath.  
2. Her medical history includes asthma, but she reports no relief from her symptoms after using her albuterol inhaler.  
3. She denies chest or abdominal pain.  
4. Vital signs are within normal limits.  
5. On physical examination, breath sounds are clear bilaterally without wheezing.  
6. Rib motion palpation reveals that the right first rib does not move with the rest of the ribs during exhalation.  
7. Both shoulders have a full range of motion.  

### Step 2: Answer QA Details
If seated high-velocity/low-amplitude (HVLA) technique is used for treatment, what is the correct patient positioning and direction of the activating force?

A. Neck is extended and sidebent right, force of thrust posterior to anterior only  
B. Neck is rotated left with neutral sidebending, force of thrust caudad and medial  
C. Neck is sidebent and rotated left, force of thrust caudad only  
D. Neck is neutral, force of thrust anterior to posterior and cephalad  
E. Neck is sidebent right with neutral rotation, force of thrust posterior to anterior only  
F. Neck is neutral with slight flexion, force of thrust cephalad and lateral  
G. Neck is sidebent and rotated right, force of thrust posterior to anterior and caudad  
H. Neck is sidebent right and rotated left, force of thrust posterior to anterior and caudad  
I. Neck is flexed and rotated right, force of thrust lateral to medial and caudad  
J. Neck is sidebent left and rotated right, force of thrust anterior to posterior and caudad  

### Step 3: Determine sentence relevance
1. A 34-year-old woman presents to the clinic with complaints of right shoulder pain and mild shortness of breath.  
2. Her medical history includes asthma, but she reports no relief from her symptoms after using her albuterol inhaler.  
3. She denies chest or abdominal pain.  
4. Vital signs are within normal limits.  
5. On physical examination, breath sounds are clear bilaterally without wheezing.  
6. Rib motion palpation reveals that the right first rib does not move with the rest of the ribs during exhalation.  
7. Both shoulders have a full range of motion.  ",7,H,medxpert,"1. A 34-year-old woman presents to the clinic with complaints of right shoulder pain and mild shortness of breath.  
2. Her medical history includes asthma, but she reports no relief from her symptoms after using her albuterol inhaler.  
3. She denies chest or abdominal pain.  
4. Vital signs are within normal limits.  
5. On physical examination, breath sounds are clear bilaterally without wheezing.  
6. Rib motion palpation reveals that the right first rib does not move with the rest of the ribs during exhalation.  
7. Both shoulders have a full range of motion.","If seated high-velocity/low-amplitude (HVLA) technique is used for treatment, what is the correct patient positioning and direction of the activating force?

A. Neck is extended and sidebent right, force of thrust posterior to anterior only  
B. Neck is rotated left with neutral sidebending, force of thrust caudad and medial  
C. Neck is sidebent and rotated left, force of thrust caudad only  
D. Neck is neutral, force of thrust anterior to posterior and cephalad  
E. Neck is sidebent right with neutral rotation, force of thrust posterior to anterior only  
F. Neck is neutral with slight flexion, force of thrust cephalad and lateral  
G. Neck is sidebent and rotated right, force of thrust posterior to anterior and caudad  
H. Neck is sidebent right and rotated left, force of thrust posterior to anterior and caudad  
I. Neck is flexed and rotated right, force of thrust lateral to medial and caudad  
J. Neck is sidebent left and rotated right, force of thrust anterior to posterior and caudad",H,,,,,,,,,,,,,,,,,,,,,
ID1757,"### Step 1: Read excerpt
1. A 70-year-old woman presents 3 months after being hospitalized for a pelvic fracture that required surgical repair and was complicated by a segmental pulmonary embolism.  
2. She had no prior history of venous thromboembolism and was initially treated with unfractionated heparin in the hospital due to concerns about postoperative bleeding.  
3. She was subsequently transitioned to rivaroxaban at a dose of 15 mg twice daily for 21 days, followed by 20 mg daily.  
4. Since discharge, she has adhered perfectly to her rivaroxaban regimen without experiencing any bleeding complications.  
5. She currently has no complaints of chest pain, shortness of breath, or lower-extremity edema.  

### Step 2: Answer QA Details
What is the most appropriate next step in her management?

A. Discontinue the rivaroxaban if a chest CT scan shows resolution of the pulmonary embolism  
B. Perform a D-dimer test to guide the decision on whether to continue anticoagulation  
C. Continue rivaroxaban indefinitely due to the risk of recurrent pulmonary embolism  
D. Discontinue rivaroxaban and start low-dose aspirin for secondary prevention  
E. Switch to aspirin for long-term prevention of recurrent venous thromboembolism  
F. Transition to warfarin for long-term anticoagulation management  
G. Reduce the rivaroxaban dose to 10 mg daily for extended anticoagulation  
H. Continue the rivaroxaban at the current dose for a total of 6 months of anticoagulation  
I. Perform a thrombophilia workup before discontinuing rivaroxaban  
J. Discontinue the rivaroxaban without further testing  

### Step 3: Determine sentence relevance
1. A 70-year-old woman presents 3 months after being hospitalized for a pelvic fracture that required surgical repair and was complicated by a segmental pulmonary embolism.  
2. She had no prior history of venous thromboembolism and was initially treated with unfractionated heparin in the hospital due to concerns about postoperative bleeding.  
3. She was subsequently transitioned to rivaroxaban at a dose of 15 mg twice daily for 21 days, followed by 20 mg daily.  
4. Since discharge, she has adhered perfectly to her rivaroxaban regimen without experiencing any bleeding complications.  
5. She currently has no complaints of chest pain, shortness of breath, or lower-extremity edema.  ",5,J,medxpert,"1. A 70-year-old woman presents 3 months after being hospitalized for a pelvic fracture that required surgical repair and was complicated by a segmental pulmonary embolism.  
2. She had no prior history of venous thromboembolism and was initially treated with unfractionated heparin in the hospital due to concerns about postoperative bleeding.  
3. She was subsequently transitioned to rivaroxaban at a dose of 15 mg twice daily for 21 days, followed by 20 mg daily.  
4. Since discharge, she has adhered perfectly to her rivaroxaban regimen without experiencing any bleeding complications.  
5. She currently has no complaints of chest pain, shortness of breath, or lower-extremity edema.","What is the most appropriate next step in her management?

A. Discontinue the rivaroxaban if a chest CT scan shows resolution of the pulmonary embolism  
B. Perform a D-dimer test to guide the decision on whether to continue anticoagulation  
C. Continue rivaroxaban indefinitely due to the risk of recurrent pulmonary embolism  
D. Discontinue rivaroxaban and start low-dose aspirin for secondary prevention  
E. Switch to aspirin for long-term prevention of recurrent venous thromboembolism  
F. Transition to warfarin for long-term anticoagulation management  
G. Reduce the rivaroxaban dose to 10 mg daily for extended anticoagulation  
H. Continue the rivaroxaban at the current dose for a total of 6 months of anticoagulation  
I. Perform a thrombophilia workup before discontinuing rivaroxaban  
J. Discontinue the rivaroxaban without further testing",J,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID1767,"### Step 1: Read excerpt

1. A 2.5-year-old male is evaluated for constipation that began 6 months ago.
2. Previously, he had daily soft bowel movements, but now passes hard stools every 3-4 days with straining and occasional blood on toilet paper.
3. Despite 4 months of polyethylene glycol treatment, he continues having hard stools every 2-3 days with intermittent bloating.
4. His diet is diverse and includes fruits, vegetables, whole grains, meats, and 14 ounces of low-fat milk daily.
5. The patient was born full-term with normal meconium passage.
6. Family history includes paternal Crohn disease and type 1 diabetes in a maternal cousin.
7. Physical examination reveals a happy child with normal vital signs, though his weight has decreased from the 40th to 25th percentile over 4 months while maintaining height at the 45th percentile.
8. His abdomen is mildly distended with palpable stool in the left lower quadrant.
9. Digital rectal examination shows normal tone with hard stool present.
10. Neurological examination, including deep-tendon reflexes, is normal, and his back shows no abnormalities.

### Step 2: Answer QA Details

What is the most appropriate next step in evaluating this patient?

A. Request genetic testing for cystic fibrosis  
B. Obtain stool culture and ova/parasite testing  
C. Reassure the family without performing additional testing  
D. Obtain an abdominal radiograph  
F. Measure levels of tissue transglutaminase immunoglobulin A antibody and total IgA  
G. Request Hirschsprung disease biopsy  
H. Order MR enterography  
I. Order thyroid function tests and serum calcium  
J. Perform colonoscopy with biopsy  

### Step 3: Determine sentence relevance

1. A 2.5-year-old male is evaluated for constipation that began 6 months ago.
2. Previously, he had daily soft bowel movements, but now passes hard stools every 3-4 days with straining and occasional blood on toilet paper.
3. Despite 4 months of polyethylene glycol treatment, he continues having hard stools every 2-3 days with intermittent bloating.
4. His diet is diverse and includes fruits, vegetables, whole grains, meats, and 14 ounces of low-fat milk daily.
5. The patient was born full-term with normal meconium passage.
6. Family history includes paternal Crohn disease and type 1 diabetes in a maternal cousin.
7. Physical examination reveals a happy child with normal vital signs, though his weight has decreased from the 40th to 25th percentile over 4 months while maintaining height at the 45th percentile.
8. His abdomen is mildly distended with palpable stool in the left lower quadrant.
9. Digital rectal examination shows normal tone with hard stool present.
10. Neurological examination, including deep-tendon reflexes, is normal, and his back shows no abnormalities.",10,F,medxpert,"1. A 2.5-year-old male is evaluated for constipation that began 6 months ago.
2. Previously, he had daily soft bowel movements, but now passes hard stools every 3-4 days with straining and occasional blood on toilet paper.
3. Despite 4 months of polyethylene glycol treatment, he continues having hard stools every 2-3 days with intermittent bloating.
4. His diet is diverse and includes fruits, vegetables, whole grains, meats, and 14 ounces of low-fat milk daily.
5. The patient was born full-term with normal meconium passage.
6. Family history includes paternal Crohn disease and type 1 diabetes in a maternal cousin.
7. Physical examination reveals a happy child with normal vital signs, though his weight has decreased from the 40th to 25th percentile over 4 months while maintaining height at the 45th percentile.
8. His abdomen is mildly distended with palpable stool in the left lower quadrant.
9. Digital rectal examination shows normal tone with hard stool present.
10. Neurological examination, including deep-tendon reflexes, is normal, and his back shows no abnormalities.","What is the most appropriate next step in evaluating this patient?

A. Request genetic testing for cystic fibrosis  
B. Obtain stool culture and ova/parasite testing  
C. Reassure the family without performing additional testing  
D. Obtain an abdominal radiograph  
F. Measure levels of tissue transglutaminase immunoglobulin A antibody and total IgA  
G. Request Hirschsprung disease biopsy  
H. Order MR enterography  
I. Order thyroid function tests and serum calcium  
J. Perform colonoscopy with biopsy",F,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1769,"### Step 1: Read excerpt
1. Two brothers in their late teens presented with bilateral eyelid swelling and irritation that had lasted 1 year.
2. There was no history of associated eyelid pain or bleeding.
3. The older brother had an extensive medical history, including dysphonia, oral mucosal lesions, alopecia, recurrent parotitis, vocal cord swelling, and recurrent vesicular eruptions on his face, trunk, and perineum.
4. He had seen several medical specialists and had been comprehensively evaluated for these concerns yet remained undiagnosed since birth.
5. Two skin biopsies were performed at 2 and 6 years of age, but the findings were considered unremarkable.
6. Findings from ophthalmological examination of the older sibling showed confluent waxy nodular lesions extending from the lashes to the mucocutaneous junction on all 4 eyelids, impairing eyelid closure bilaterally.
7. Focal trichiasis was associated with superficial punctate keratitis.
8. There were no other corneal findings.
9. There were no lesions on the conjunctiva or iris bilaterally.
10. The lenses were clear and no abnormalities were visualized using funduscopy.
11. Findings from the remainder of the ocular examination were unremarkable.
12. Clinical appearance of eyelid margin nodules in the older brother.
13. Waxy nodular lesions are present along the upper and lower eyelids of the patient’s left eye.
14. The younger brother had similar, although less severe, ocular and systemic findings, including eyelid nodules, facial scarring, hyperkeratosis, oral mucosal lesions, and dysphonia.
15. The patients’ parents denied consanguinity.

### Step 2: Answer QA Details
What Would You Do Next?

A: Administer hyperfocal cryotherapy to the eyelid nodules  
B: Start D-penicillamine therapy  
C: Perform an eyelid nodule biopsy  
D: Assess for enlarged tongue with decreased motility  

### Step 3: Determine sentence relevance
1. Two brothers in their late teens presented with bilateral eyelid swelling and irritation that had lasted 1 year.
2. There was no history of associated eyelid pain or bleeding.
3. The older brother had an extensive medical history, including dysphonia, oral mucosal lesions, alopecia, recurrent parotitis, vocal cord swelling, and recurrent vesicular eruptions on his face, trunk, and perineum.
4. He had seen several medical specialists and had been comprehensively evaluated for these concerns yet remained undiagnosed since birth.
5. Two skin biopsies were performed at 2 and 6 years of age, but the findings were considered unremarkable.
6. Findings from ophthalmological examination of the older sibling showed confluent waxy nodular lesions extending from the lashes to the mucocutaneous junction on all 4 eyelids, impairing eyelid closure bilaterally.
7. Focal trichiasis was associated with superficial punctate keratitis.
8. There were no other corneal findings.
9. There were no lesions on the conjunctiva or iris bilaterally.
10. The lenses were clear and no abnormalities were visualized using funduscopy.
11. Findings from the remainder of the ocular examination were unremarkable.
12. Clinical appearance of eyelid margin nodules in the older brother.
13. Waxy nodular lesions are present along the upper and lower eyelids of the patient’s left eye.
14. The younger brother had similar, although less severe, ocular and systemic findings, including eyelid nodules, facial scarring, hyperkeratosis, oral mucosal lesions, and dysphonia.
15. The patients’ parents denied consanguinity.",15,C,jama,"1. Two brothers in their late teens presented with bilateral eyelid swelling and irritation that had lasted 1 year.
2. There was no history of associated eyelid pain or bleeding.
3. The older brother had an extensive medical history, including dysphonia, oral mucosal lesions, alopecia, recurrent parotitis, vocal cord swelling, and recurrent vesicular eruptions on his face, trunk, and perineum.
4. He had seen several medical specialists and had been comprehensively evaluated for these concerns yet remained undiagnosed since birth.
5. Two skin biopsies were performed at 2 and 6 years of age, but the findings were considered unremarkable.
6. Findings from ophthalmological examination of the older sibling showed confluent waxy nodular lesions extending from the lashes to the mucocutaneous junction on all 4 eyelids, impairing eyelid closure bilaterally.
7. Focal trichiasis was associated with superficial punctate keratitis.
8. There were no other corneal findings.
9. There were no lesions on the conjunctiva or iris bilaterally.
10. The lenses were clear and no abnormalities were visualized using funduscopy.
11. Findings from the remainder of the ocular examination were unremarkable.
12. Clinical appearance of eyelid margin nodules in the older brother.
13. Waxy nodular lesions are present along the upper and lower eyelids of the patient’s left eye.
14. The younger brother had similar, although less severe, ocular and systemic findings, including eyelid nodules, facial scarring, hyperkeratosis, oral mucosal lesions, and dysphonia.
15. The patients’ parents denied consanguinity.","What Would You Do Next?

A: Administer hyperfocal cryotherapy to the eyelid nodules  
B: Start D-penicillamine therapy  
C: Perform an eyelid nodule biopsy  
D: Assess for enlarged tongue with decreased motility",D,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,
ID1775,"**Step 1: Read excerpt**

1. A 35-year-old male presents with fever and productive cough lasting one week.
2. His examination reveals left basilar crackles, with vital signs showing temperature 38.6°C (101.5°F), pulse 106/min, respirations 18/min, and oxygen saturation 96% on room air.
3. Chest X-ray confirms community-acquired pneumonia.

**Step 2: Answer QA Details**

What would be the expected rate of this patient's cranial rhythmic impulse?

A. 5 cycles/minute  
B. 18 cycles/minute  
C. 6 cycles/minute  
D. 20 cycles/minute  
E. 4 cycles/minute  
F. 8 cycles/minute  
G. 22 cycles/minute  
H. 15 cycles/minute  
I. 12 cycles/minute  
J. 10 cycles/minute  

**Step 3: Determine sentence relevance**

1. A 35-year-old male presents with fever and productive cough lasting one week.
2. His examination reveals left basilar crackles, with vital signs showing temperature 38.6°C (101.5°F), pulse 106/min, respirations 18/min, and oxygen saturation 96% on room air.
3. Chest X-ray confirms community-acquired pneumonia.",3,G,medxpert,"1. A 35-year-old male presents with fever and productive cough lasting one week.
2. His examination reveals left basilar crackles, with vital signs showing temperature 38.6°C (101.5°F), pulse 106/min, respirations 18/min, and oxygen saturation 96% on room air.
3. Chest X-ray confirms community-acquired pneumonia.","What would be the expected rate of this patient's cranial rhythmic impulse?

A. 5 cycles/minute  
B. 18 cycles/minute  
C. 6 cycles/minute  
D. 20 cycles/minute  
E. 4 cycles/minute  
F. 8 cycles/minute  
G. 22 cycles/minute  
H. 15 cycles/minute  
I. 12 cycles/minute  
J. 10 cycles/minute",H,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1778,"### Step 1: Read excerpt
1. A 22-year-old woman is brought to the emergency department by her roommate due to unusual behavior.
2. They had attended a party where alcohol and recreational drugs were consumed, but the roommate is unsure what substances the patient may have taken or ingested.
3. The patient is otherwise healthy and does not use any medications.
4. She appears anxious, with a temperature of 37.5°C (99.5°F), pulse of 110/min, respiratory rate of 16/min, and blood pressure of 145/82 mmHg.
5. Physical examination reveals dry mucous membranes and bilateral conjunctival injection.
6. Her breath sounds are normal, and the abdomen is soft and nontender.

### Step 2: Answer QA Details
Which of the following is the most likely finding on further evaluation?

A. Orthostatic hypotension  
B. Decreased appetite  
C. Enhanced sensory perception  
D. Tactile hallucinations  
E. Hyperreflexia  
F. Metabolic acidosis  
G. Memory impairment  
H. Decreased pain threshold  
I. Impaired reaction time  
J. Decreased pupillary response  

### Step 3: Determine sentence relevance
1. A 22-year-old woman is brought to the emergency department by her roommate due to unusual behavior.
2. They had attended a party where alcohol and recreational drugs were consumed, but the roommate is unsure what substances the patient may have taken or ingested.
3. The patient is otherwise healthy and does not use any medications.
4. She appears anxious, with a temperature of 37.5°C (99.5°F), pulse of 110/min, respiratory rate of 16/min, and blood pressure of 145/82 mmHg.
5. Physical examination reveals dry mucous membranes and bilateral conjunctival injection.
6. Her breath sounds are normal, and the abdomen is soft and nontender.",6,I,medxpert,"1. A 22-year-old woman is brought to the emergency department by her roommate due to unusual behavior.
2. They had attended a party where alcohol and recreational drugs were consumed, but the roommate is unsure what substances the patient may have taken or ingested.
3. The patient is otherwise healthy and does not use any medications.
4. She appears anxious, with a temperature of 37.5°C (99.5°F), pulse of 110/min, respiratory rate of 16/min, and blood pressure of 145/82 mmHg.
5. Physical examination reveals dry mucous membranes and bilateral conjunctival injection.
6. Her breath sounds are normal, and the abdomen is soft and nontender.","Which of the following is the most likely finding on further evaluation?

A. Orthostatic hypotension  
B. Decreased appetite  
C. Enhanced sensory perception  
D. Tactile hallucinations  
E. Hyperreflexia  
F. Metabolic acidosis  
G. Memory impairment  
H. Decreased pain threshold  
I. Impaired reaction time  
J. Decreased pupillary response",I,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,
ID1783,"**Step 1: Read excerpt**

1. An 8-year-old girl is brought to the physician because of a progressive swelling of her neck for the past 6 months.  
2. She has no pain, dyspnea, or dysphagia.  
3. She is at the 60th percentile for height and the 55th percentile for weight.  
4. Vital signs are within normal limits.  
5. Examination shows a 3-cm cystic, nontender swelling in the midline of the neck.  
6. The swelling moves upwards with protrusion of the tongue.  
7. There is no cervical lymphadenopathy.  
8. Her serum thyroid-stimulating hormone level is 2.1 μU/mL.  

**Step 2: Answer QA Details**

Which of the following is the most appropriate next step in management?

A. Excision of the cyst  
B. Thyroid scintigraphy  
C. Observation and follow-up in 6 months  
D. MRI of the neck  
E. Thyroid hormone replacement therapy  
F. Radioactive iodine uptake test  
G. Empiric antibiotic therapy  
H. Fine needle aspiration biopsy  
I. CT scan with contrast  
J. Ultrasonography of the neck  

**Step 3: Determine sentence relevance**

1. An 8-year-old girl is brought to the physician because of a progressive swelling of her neck for the past 6 months.  
2. She has no pain, dyspnea, or dysphagia.  
3. She is at the 60th percentile for height and the 55th percentile for weight.  
4. Vital signs are within normal limits.  
5. Examination shows a 3-cm cystic, nontender swelling in the midline of the neck.  
6. The swelling moves upwards with protrusion of the tongue.  
7. There is no cervical lymphadenopathy.  
8. Her serum thyroid-stimulating hormone level is 2.1 μU/mL.  ",8,J,medxpert,"1. An 8-year-old girl is brought to the physician because of a progressive swelling of her neck for the past 6 months.  
2. She has no pain, dyspnea, or dysphagia.  
3. She is at the 60th percentile for height and the 55th percentile for weight.  
4. Vital signs are within normal limits.  
5. Examination shows a 3-cm cystic, nontender swelling in the midline of the neck.  
6. The swelling moves upwards with protrusion of the tongue.  
7. There is no cervical lymphadenopathy.  
8. Her serum thyroid-stimulating hormone level is 2.1 μU/mL.","Which of the following is the most appropriate next step in management?

A. Excision of the cyst  
B. Thyroid scintigraphy  
C. Observation and follow-up in 6 months  
D. MRI of the neck  
E. Thyroid hormone replacement therapy  
F. Radioactive iodine uptake test  
G. Empiric antibiotic therapy  
H. Fine needle aspiration biopsy  
I. CT scan with contrast  
J. Ultrasonography of the neck",J,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,
