row,col,ppl,data_source_corr
11,High,35.46981430053711,medbullets
11,High,15.20608901977539,medbullets
11,High,55.10429763793945,medbullets
11,High,16.424528121948242,medbullets
11,High,27.819334030151367,medbullets
11,High,37.71541976928711,medbullets
11,High,6.054159164428711,medbullets
11,High,25.291244506835938,medbullets
11,Low,28.377058029174805,medbullets
11,Low,52.2833366394043,medbullets
11,Low,42.21308135986328,medbullets
11,Low,22.926774978637695,medbullets
12,High,15.05691909790039,medbullets
12,High,19.461977005004883,medbullets
12,High,92.35135650634766,medbullets
12,High,200.47158813476562,medbullets
12,High,39.2369384765625,medbullets
12,Low,20.492191314697266,medbullets
12,Low,5.397463798522949,medbullets
13,High,22.5831356048584,medbullets
13,High,10.225966453552246,medbullets
13,High,36.004817962646484,medbullets
13,High,20.71027946472168,medbullets
13,High,15.161470413208008,medbullets
13,High,14.796096801757812,medbullets
13,High,47.12289047241211,medbullets
13,High,35.11731719970703,medbullets
13,Low,20.932373046875,medbullets
13,Low,5.508382797241211,medbullets
13,Low,11.002198219299316,medbullets
14,High,16.05036163330078,mmlu
14,High,33.848976135253906,mmlu
14,High,9.03441333770752,mmlu
14,Low,146.56956481933594,mmlu
15,High,17.28989601135254,jama
15,High,100.15457153320312,jama
15,High,73.46931457519531,jama
15,High,99.34365844726562,jama
15,High,31.642078399658203,jama
15,High,21.123699188232422,jama
15,High,24.3031005859375,jama
15,High,24.47134017944336,jama
15,Low,132.28488159179688,jama
15,Low,82.26316833496094,jama
15,Low,242.99435424804688,jama
15,Low,28.26136016845703,jama
15,Low,46.03249740600586,jama
15,Low,80.24359893798828,jama
16,High,11.103264808654785,medxpert
16,High,36.6331672668457,medxpert
16,High,24.614702224731445,medxpert
16,High,8.326549530029297,medxpert
16,High,42.183624267578125,medxpert
16,High,10.467606544494629,medxpert
16,High,61.54831314086914,medxpert
16,Low,11.932191848754883,medxpert
17,High,15.536713600158691,medxpert
17,High,72.14854431152344,medxpert
17,High,85.14092254638672,medxpert
18,High,12.269630432128906,medbullets
18,High,39.63636016845703,medbullets
18,High,122.98323059082031,medbullets
18,High,285.57476806640625,medbullets
18,High,44.5847282409668,medbullets
18,High,425.9592590332031,medbullets
18,High,13.12165355682373,medbullets
18,High,45.125823974609375,medbullets
18,High,57.09697723388672,medbullets
18,High,19.637954711914062,medbullets
18,High,55.42559051513672,medbullets
18,Low,22.412506103515625,medbullets
18,Low,10.881012916564941,medbullets
18,Low,5.021114349365234,medbullets
19,High,11.436779022216797,jama
19,High,626.5454711914062,jama
19,High,40.18456268310547,jama
19,High,89.35363006591797,jama
19,High,52.320106506347656,jama
19,High,119.5684814453125,jama
19,Low,27.106245040893555,jama
19,Low,15.0134859085083,jama
20,High,47.56794357299805,medbullets
20,High,30.694156646728516,medbullets
20,High,95.29944610595703,medbullets
20,High,154.62033081054688,medbullets
20,High,25.81475067138672,medbullets
20,Low,41.114585876464844,medbullets
20,Low,19.457908630371094,medbullets
20,Low,30.515153884887695,medbullets
20,Low,8.112077713012695,medbullets
20,Low,46.20820236206055,medbullets
21,High,23.356868743896484,medxpert
21,High,89.7720718383789,medxpert
21,Low,86.27049255371094,medxpert
21,Low,94.56178283691406,medxpert
22,High,38.505393981933594,mmlu
22,High,92.8486328125,mmlu
22,Low,15.084135055541992,mmlu
22,Low,24.71769905090332,mmlu
23,High,29.22356605529785,mmlu
23,High,212.03916931152344,mmlu
23,High,34.5343017578125,mmlu
23,Low,21.740909576416016,mmlu
23,Low,12.914876937866211,mmlu
23,Low,7.921497821807861,mmlu
23,Low,36.88888168334961,mmlu
24,High,12.124682426452637,jama
24,High,14.623709678649902,jama
24,High,51.5384635925293,jama
24,Low,13.723175048828125,jama
24,Low,88.59107971191406,jama
24,Low,13.590982437133789,jama
24,Low,32.26372528076172,jama
25,High,16.71808624267578,jama
25,High,26.084016799926758,jama
25,High,30.03592300415039,jama
25,High,54.78087615966797,jama
25,Low,19.52228546142578,jama
25,Low,102.04548645019531,jama
25,Low,22.10371208190918,jama
25,Low,20.292024612426758,jama
26,High,65.73956298828125,medxpert
26,High,39.85287094116211,medxpert
26,High,126.5619125366211,medxpert
26,Low,104.53778076171875,medxpert
26,Low,17.032602310180664,medxpert
27,High,13.998136520385742,medbullets
27,High,44.45640563964844,medbullets
27,High,210.0960235595703,medbullets
28,High,16.246910095214844,jama
28,High,74.70258331298828,jama
28,High,24.847986221313477,jama
28,High,22.015413284301758,jama
28,High,26.357412338256836,jama
28,High,156.7093505859375,jama
28,Low,15.643611907958984,jama
28,Low,25.92640495300293,jama
28,Low,13.925512313842773,jama
28,Low,46.30272674560547,jama
28,Low,484.10003662109375,jama
28,Low,54.70833206176758,jama
29,High,16.17270851135254,medxpert
29,High,67.94065856933594,medxpert
29,High,202.21682739257812,medxpert
29,Low,148.08226013183594,medxpert
30,High,13.771188735961914,medxpert
30,High,71.97906494140625,medxpert
30,High,38.83022689819336,medxpert
30,Low,10.920695304870605,medxpert
30,Low,26.213436126708984,medxpert
30,Low,34.27944564819336,medxpert
30,Low,72.63986206054688,medxpert
30,Low,36.53797912597656,medxpert
31,High,16.54862403869629,mmlu
31,High,24.40253257751465,mmlu
31,High,45.65815734863281,mmlu
31,High,74.62664794921875,mmlu
31,High,236.46975708007812,mmlu
31,High,6.669281482696533,mmlu
31,High,23.139625549316406,mmlu
31,Low,8.671037673950195,mmlu
31,Low,14.813148498535156,mmlu
32,High,15.44683837890625,medbullets
32,High,57.81813049316406,medbullets
32,High,107.08236694335938,medbullets
32,High,8.82568645477295,medbullets
32,High,5.268929481506348,medbullets
32,Low,83.5575942993164,medbullets
32,Low,212.9658203125,medbullets
32,Low,47.292301177978516,medbullets
33,High,11.352912902832031,medxpert
33,High,205.83238220214844,medxpert
33,Low,20.477535247802734,medxpert
33,Low,33.47782897949219,medxpert
34,High,16.460126876831055,medxpert
34,High,10.775283813476562,medxpert
34,Low,8.993515968322754,medxpert
34,Low,13.481937408447266,medxpert
34,Low,16.045068740844727,medxpert
34,Low,8.85705280303955,medxpert
34,Low,12.214552879333496,medxpert
34,Low,14.26502513885498,medxpert
35,High,7.424312114715576,jama
35,High,11.673432350158691,jama
35,High,22.844318389892578,jama
35,High,24.427865982055664,jama
35,High,29.429393768310547,jama
35,High,42.583045959472656,jama
35,Low,18.58940315246582,jama
35,Low,51.205787658691406,jama
35,Low,94.59484100341797,jama
35,Low,29.670984268188477,jama
36,High,12.121463775634766,jama
36,High,18.899763107299805,jama
36,High,27.438997268676758,jama
36,High,77.55774688720703,jama
36,High,14.046585083007812,jama
36,High,18.925626754760742,jama
36,High,49.167213439941406,jama
36,High,15.427435874938965,jama
36,High,26.23186683654785,jama
36,High,14.337258338928223,jama
36,Low,47.160003662109375,jama
37,High,12.307376861572266,medxpert
37,High,192.27642822265625,medxpert
37,High,12.321466445922852,medxpert
37,Low,107.620361328125,medxpert
37,Low,7.951273441314697,medxpert
38,High,25.448331832885742,mmlu
38,High,17.51154899597168,mmlu
38,High,15.903417587280273,mmlu
38,High,35.103729248046875,mmlu
38,High,80.43905639648438,mmlu
38,High,52.15609359741211,mmlu
38,High,19.413558959960938,mmlu
38,Low,100.07174682617188,mmlu
38,Low,18.47237205505371,mmlu
38,Low,8.383064270019531,mmlu
38,Low,337.8802185058594,mmlu
38,Low,389.9997253417969,mmlu
38,Low,476.0986328125,mmlu
38,Low,82.44318389892578,mmlu
39,High,14.246437072753906,jama
39,High,10.079296112060547,jama
39,High,46.64339065551758,jama
39,High,31.54752540588379,jama
39,High,36.19731521606445,jama
39,High,19.08725929260254,jama
39,High,23.376371383666992,jama
39,High,31.647567749023438,jama
39,High,38.58405685424805,jama
39,Low,15.363033294677734,jama
39,Low,147.08184814453125,jama
40,High,13.965001106262207,medbullets
40,High,15.170785903930664,medbullets
40,High,32.76276397705078,medbullets
40,High,25.98216438293457,medbullets
40,High,31.399038314819336,medbullets
40,High,59.86690902709961,medbullets
40,High,19.857894897460938,medbullets
40,Low,59.94858169555664,medbullets
40,Low,10.04450511932373,medbullets
40,Low,22.171798706054688,medbullets
40,Low,6.234344482421875,medbullets
41,High,26.37308120727539,medxpert
41,High,22.381620407104492,medxpert
41,High,148.71238708496094,medxpert
41,Low,24.744958877563477,medxpert
41,Low,207.5997314453125,medxpert
41,Low,45.2495231628418,medxpert
42,High,15.005309104919434,mmlu
42,High,21.598224639892578,mmlu
42,High,29.383535385131836,mmlu
42,High,11.523439407348633,mmlu
42,High,55.856544494628906,mmlu
42,Low,27.49750518798828,mmlu
42,Low,22.816242218017578,mmlu
42,Low,19.590822219848633,mmlu
42,Low,34.68352127075195,mmlu
42,Low,10.245926856994629,mmlu
42,Low,40.15605926513672,mmlu
42,Low,85.80693054199219,mmlu
42,Low,37.95646286010742,mmlu
42,Low,48.85603332519531,mmlu
43,High,8.782102584838867,medbullets
43,High,26.388397216796875,medbullets
43,High,49.294551849365234,medbullets
43,High,398.6192321777344,medbullets
43,Low,65.71890258789062,medbullets
43,Low,158.11431884765625,medbullets
43,Low,308.1964111328125,medbullets
43,Low,55.41277313232422,medbullets
43,Low,33.97032165527344,medbullets
43,Low,118.47032928466797,medbullets
43,Low,30.686662673950195,medbullets
43,Low,52.688133239746094,medbullets
43,Low,5.663393974304199,medbullets
43,Low,29.946762084960938,medbullets
43,Low,156.57191467285156,medbullets
43,Low,20.51780128479004,medbullets
44,High,13.07356071472168,jama
44,High,21.106813430786133,jama
44,High,26.11617660522461,jama
44,High,105.50438690185547,jama
44,High,12.240489959716797,jama
44,High,73.01683044433594,jama
44,High,31.913698196411133,jama
44,High,65.72100830078125,jama
44,High,41.36909866333008,jama
44,High,24.111013412475586,jama
44,High,25.526691436767578,jama
44,Low,27.46633529663086,jama
45,High,11.72728443145752,mmlu
45,High,22.85215187072754,mmlu
45,High,24.067766189575195,mmlu
45,High,79.31066131591797,mmlu
45,High,28.84168815612793,mmlu
45,Low,36.86412048339844,mmlu
45,Low,13.95264720916748,mmlu
45,Low,738.61083984375,mmlu
45,Low,309.92431640625,mmlu
45,Low,200.74374389648438,mmlu
46,High,15.338480949401855,mmlu
46,Low,13.848108291625977,mmlu
46,Low,72.74402618408203,mmlu
46,Low,46.047393798828125,mmlu
47,High,26.777860641479492,jama
47,High,8.46850299835205,jama
47,High,18.113996505737305,jama
47,High,18.98367691040039,jama
47,High,105.15927124023438,jama
47,High,18.841432571411133,jama
47,Low,23.697904586791992,jama
47,Low,30.885051727294922,jama
47,Low,19.64687156677246,jama
47,Low,6.326421737670898,jama
47,Low,13.209722518920898,jama
47,Low,40.738460540771484,jama
47,Low,79.92352294921875,jama
48,High,17.487377166748047,mmlu
48,High,39.33137893676758,mmlu
48,High,67.40251922607422,mmlu
48,High,13.675348281860352,mmlu
48,High,23.437623977661133,mmlu
48,Low,18.242576599121094,mmlu
48,Low,32.90055465698242,mmlu
49,High,11.863007545471191,jama
49,High,38.72236251831055,jama
49,Low,72.71475219726562,jama
49,Low,60.885929107666016,jama
49,Low,53.44547653198242,jama
50,High,22.439197540283203,mmlu
50,High,8.431381225585938,mmlu
50,High,171.938232421875,mmlu
50,High,15.265316009521484,mmlu
50,High,231.94776916503906,mmlu
50,High,42.53249740600586,mmlu
50,High,158.30245971679688,mmlu
50,High,115.52787017822266,mmlu
50,Low,55.647823333740234,mmlu
50,Low,10.295160293579102,mmlu
50,Low,60.94643020629883,mmlu
51,High,16.540767669677734,medxpert
51,High,28.87837791442871,medxpert
51,High,43.16434097290039,medxpert
51,High,10.746549606323242,medxpert
51,High,61.81529235839844,medxpert
51,Low,14.468635559082031,medxpert
51,Low,49.44065475463867,medxpert
51,Low,6.297298431396484,medxpert
52,High,9.746891975402832,medxpert
52,High,61.74782943725586,medxpert
52,High,7.899761199951172,medxpert
52,High,29.222402572631836,medxpert
52,Low,23.672985076904297,medxpert
52,Low,75.52493286132812,medxpert
53,High,40.45484924316406,medxpert
53,High,7.847282409667969,medxpert
53,Low,13.334993362426758,medxpert
53,Low,32.583099365234375,medxpert
54,High,21.7349910736084,medxpert
54,High,13.804913520812988,medxpert
54,High,25.858259201049805,medxpert
54,High,222.4322509765625,medxpert
54,Low,22.936092376708984,medxpert
54,Low,30.620807647705078,medxpert
54,Low,52.881385803222656,medxpert
55,High,17.278215408325195,jama
55,High,132.25946044921875,jama
55,High,17.095287322998047,jama
55,High,25.49776840209961,jama
55,High,20.090810775756836,jama
55,High,84.95753479003906,jama
55,Low,18.530580520629883,jama
55,Low,6.472364902496338,jama
55,Low,34.25016784667969,jama
55,Low,31.44356918334961,jama
56,High,21.657745361328125,jama
56,High,34.65643310546875,jama
56,High,51.880496978759766,jama
56,High,59.54963302612305,jama
56,High,131.3331298828125,jama
56,High,153.86953735351562,jama
56,High,23.06846046447754,jama
56,High,49.177574157714844,jama
56,High,5.310248851776123,jama
56,High,23.158456802368164,jama
56,High,131.52369689941406,jama
56,Low,16.781829833984375,jama
56,Low,163.5260772705078,jama
56,Low,50.0526123046875,jama
56,Low,131.3470916748047,jama
57,High,14.455589294433594,medxpert
57,High,16.387483596801758,medxpert
57,High,19.552019119262695,medxpert
57,Low,80.6105728149414,medxpert
58,High,17.384403228759766,medbullets
58,High,9.121853828430176,medbullets
58,High,21.846811294555664,medbullets
58,High,6.842523574829102,medbullets
58,Low,11.390352249145508,medbullets
59,High,66.4002685546875,jama
59,High,20.57473373413086,jama
59,Low,75.66797637939453,jama
59,Low,61.068904876708984,jama
59,Low,170.1097869873047,jama
59,Low,5.494305610656738,jama
59,Low,10.811766624450684,jama
59,Low,119.23393249511719,jama
59,Low,21.76848793029785,jama
60,High,14.094059944152832,mmlu
60,High,5.954301834106445,mmlu
60,High,66.64375305175781,mmlu
60,High,27.04042625427246,mmlu
60,High,15.657022476196289,mmlu
60,High,21.95267677307129,mmlu
60,High,100.1710433959961,mmlu
60,Low,24.871450424194336,mmlu
60,Low,34.1536750793457,mmlu
60,Low,38.67035675048828,mmlu
60,Low,34.99776840209961,mmlu
60,Low,35.448482513427734,mmlu
61,High,14.380008697509766,jama
61,High,45.89011001586914,jama
61,High,133.13671875,jama
61,High,31.722726821899414,jama
61,High,146.62843322753906,jama
61,High,111.10025787353516,jama
61,High,50.22775650024414,jama
61,High,18.572906494140625,jama
61,High,29.172033309936523,jama
61,High,44.89299392700195,jama
61,High,697.4640502929688,jama
61,High,101.44563293457031,jama
61,Low,60.808692932128906,jama
61,Low,14.995681762695312,jama
61,Low,34.13582229614258,jama
61,Low,244.08212280273438,jama
62,High,24.453725814819336,jama
62,High,17.773832321166992,jama
62,High,43.65416717529297,jama
62,High,74.70201873779297,jama
62,High,17.076967239379883,jama
62,High,92.29981231689453,jama
62,High,52.423519134521484,jama
62,High,18.321502685546875,jama
62,High,19.739728927612305,jama
62,High,91.37093353271484,jama
62,High,39.01799392700195,jama
62,High,31.366567611694336,jama
62,High,57.00644302368164,jama
62,High,58.05973815917969,jama
62,High,29.713153839111328,jama
62,High,73.03308868408203,jama
62,Low,37.14969253540039,jama
62,Low,16.916473388671875,jama
63,High,17.8800106048584,medbullets
63,High,70.12122344970703,medbullets
63,High,53.72187042236328,medbullets
63,High,693.8364868164062,medbullets
63,Low,18.264585494995117,medbullets
63,Low,225.33822631835938,medbullets
63,Low,60.57942199707031,medbullets
63,Low,5.028581142425537,medbullets
63,Low,32.049072265625,medbullets
63,Low,383.0559997558594,medbullets
64,High,100.78143310546875,mmlu
64,High,123.71780395507812,mmlu
64,High,42.202362060546875,mmlu
64,Low,20.192726135253906,mmlu
64,Low,104.48968505859375,mmlu
65,High,10.47964096069336,medxpert
65,High,49.76791763305664,medxpert
65,High,14.571590423583984,medxpert
65,High,36.79499816894531,medxpert
65,High,100.0090103149414,medxpert
65,Low,29.7984561920166,medxpert
65,Low,11.05502700805664,medxpert
65,Low,35.63760757446289,medxpert
65,Low,76.43385314941406,medxpert
66,High,7.9936394691467285,medxpert
66,High,122.33680725097656,medxpert
66,High,34.28535461425781,medxpert
66,Low,15.527865409851074,medxpert
66,Low,8.157670974731445,medxpert
67,High,19.65009880065918,mmlu
67,High,11.365528106689453,mmlu
67,High,12.572049140930176,mmlu
67,High,46.8430061340332,mmlu
67,High,294.2913513183594,mmlu
67,High,394.9394836425781,mmlu
67,High,76.08807373046875,mmlu
67,Low,51.978675842285156,mmlu
67,Low,19.691314697265625,mmlu
68,High,23.075498580932617,jama
68,High,73.32313537597656,jama
68,High,39.725669860839844,jama
68,High,53.953311920166016,jama
68,High,51.301795959472656,jama
68,Low,23.061939239501953,jama
68,Low,17.4160099029541,jama
68,Low,180.49835205078125,jama
68,Low,46.43877410888672,jama
68,Low,33.77637481689453,jama
68,Low,466.3113708496094,jama
68,Low,81.63993072509766,jama
68,Low,64.1612777709961,jama
68,Low,61.5544548034668,jama
69,High,12.351815223693848,medxpert
69,High,23.054903030395508,medxpert
69,High,127.9123306274414,medxpert
69,High,29.471845626831055,medxpert
69,Low,136.1915740966797,medxpert
69,Low,34.375282287597656,medxpert
70,High,6.229748249053955,medbullets
70,High,38.437034606933594,medbullets
70,High,21.417753219604492,medbullets
70,High,9.814520835876465,medbullets
70,Low,18.99090576171875,medbullets
70,Low,35.93183135986328,medbullets
70,Low,7.984479904174805,medbullets
70,Low,8.199311256408691,medbullets
70,Low,16.826309204101562,medbullets
70,Low,15.61751937866211,medbullets
71,High,25.17278289794922,medbullets
71,High,30.877197265625,medbullets
71,High,72.25699615478516,medbullets
71,High,27.939611434936523,medbullets
71,High,118.02770233154297,medbullets
71,Low,13.371251106262207,medbullets
71,Low,13.620773315429688,medbullets
71,Low,5.667068004608154,medbullets
72,High,12.76230525970459,mmlu
72,High,25.20586585998535,mmlu
72,High,87.99127960205078,mmlu
72,High,27.986921310424805,mmlu
72,High,56.39790725708008,mmlu
72,High,71.47196197509766,mmlu
72,High,18.70758056640625,mmlu
72,High,119.99554443359375,mmlu
72,High,78.15370178222656,mmlu
72,Low,49.069087982177734,mmlu
72,Low,21.316905975341797,mmlu
72,Low,51.63362503051758,mmlu
72,Low,11.948210716247559,mmlu
72,Low,7.7928853034973145,mmlu
72,Low,45.14867401123047,mmlu
73,High,77.45577239990234,medbullets
73,High,23.0456485748291,medbullets
73,High,33.49837112426758,medbullets
73,High,39.88798904418945,medbullets
73,High,35.01416778564453,medbullets
73,Low,40.09075927734375,medbullets
73,Low,9.278122901916504,medbullets
73,Low,30.00533103942871,medbullets
73,Low,59.31540298461914,medbullets
73,Low,8.270419120788574,medbullets
74,High,23.67316436767578,jama
74,High,19.88234519958496,jama
74,High,31.5701961517334,jama
74,High,33.96238327026367,jama
74,High,65.71894073486328,jama
74,High,25.233322143554688,jama
74,High,22.423267364501953,jama
74,High,18.971500396728516,jama
74,High,34.25168991088867,jama
74,High,29.250654220581055,jama
74,High,25.600139617919922,jama
74,High,33.96942138671875,jama
74,Low,32.60910415649414,jama
74,Low,185.2450714111328,jama
74,Low,232.7657928466797,jama
75,High,21.97739028930664,mmlu
75,High,17.527523040771484,mmlu
75,High,5.728429794311523,mmlu
75,High,12.224321365356445,mmlu
75,High,43.262474060058594,mmlu
75,Low,57.140201568603516,mmlu
75,Low,28.220800399780273,mmlu
75,Low,37.58810806274414,mmlu
75,Low,14.211769104003906,mmlu
76,High,14.654195785522461,mmlu
76,High,54.483482360839844,mmlu
76,High,20.33216094970703,mmlu
76,High,21.35027313232422,mmlu
76,High,129.57473754882812,mmlu
77,High,25.3427791595459,medxpert
77,Low,18.105493545532227,medxpert
77,Low,41.057437896728516,medxpert
77,Low,10.00780200958252,medxpert
77,Low,746.8656005859375,medxpert
78,High,21.305011749267578,medbullets
78,High,43.47018051147461,medbullets
78,High,37.62662887573242,medbullets
78,High,11.126733779907227,medbullets
78,Low,51.22513961791992,medbullets
78,Low,13.657362937927246,medbullets
78,Low,8.680465698242188,medbullets
78,Low,48.34347152709961,medbullets
78,Low,5.452238082885742,medbullets
78,Low,37.527191162109375,medbullets
79,High,15.468984603881836,jama
79,High,15.613509178161621,jama
79,High,38.830474853515625,jama
79,High,45.511531829833984,jama
79,High,29.03382682800293,jama
79,High,81.74545288085938,jama
79,High,48.77792739868164,jama
79,High,560.2269287109375,jama
79,High,113.21245574951172,jama
79,High,154.06924438476562,jama
79,High,31.823623657226562,jama
79,Low,215.63035583496094,jama
79,Low,125.42756652832031,jama
79,Low,61.539276123046875,jama
79,Low,37.495208740234375,jama
80,High,13.078293800354004,medxpert
80,High,45.60917663574219,medxpert
80,High,25.373403549194336,medxpert
80,High,193.00099182128906,medxpert
80,High,37.724365234375,medxpert
80,High,30.831331253051758,medxpert
80,Low,50.44737243652344,medxpert
81,High,20.384140014648438,mmlu
81,High,69.9276351928711,mmlu
81,High,7.545662879943848,mmlu
81,High,259.3853454589844,mmlu
81,High,30.042768478393555,mmlu
81,Low,13.271881103515625,mmlu
81,Low,45.48988723754883,mmlu
81,Low,23.5024471282959,mmlu
82,High,22.849035263061523,medxpert
82,High,40.54172134399414,medxpert
82,High,139.16680908203125,medxpert
82,High,58.85997772216797,medxpert
82,Low,11.500097274780273,medxpert
82,Low,40.15605926513672,medxpert
83,High,15.92689037322998,jama
83,High,94.76057434082031,jama
83,High,39.32742691040039,jama
83,High,15.427755355834961,jama
83,High,38.61919403076172,jama
83,High,43.989776611328125,jama
83,High,36.1070442199707,jama
83,High,97.27711486816406,jama
83,Low,83.9085922241211,jama
83,Low,38.4606819152832,jama
84,High,21.286733627319336,medxpert
84,Low,39.14223098754883,medxpert
84,Low,6.494604110717773,medxpert
84,Low,51.669090270996094,medxpert
85,High,15.5748872756958,mmlu
85,High,103.16485595703125,mmlu
85,High,18.952489852905273,mmlu
85,High,30.670425415039062,mmlu
85,Low,26.276371002197266,mmlu
85,Low,8.617362022399902,mmlu
85,Low,65.523681640625,mmlu
86,High,8.685794830322266,mmlu
86,High,246.56288146972656,mmlu
86,High,30.370664596557617,mmlu
86,High,64.26106262207031,mmlu
86,Low,83.97223663330078,mmlu
86,Low,144.40997314453125,mmlu
86,Low,21.332441329956055,mmlu
86,Low,172.28842163085938,mmlu
86,Low,81.89624786376953,mmlu
86,Low,8.770485877990723,mmlu
87,High,15.88774299621582,medbullets
87,High,132.2910614013672,medbullets
87,High,12.243834495544434,medbullets
87,High,40.88857650756836,medbullets
87,High,142.12710571289062,medbullets
87,High,9.268295288085938,medbullets
87,Low,5.345951557159424,medbullets
88,High,21.85086441040039,medxpert
88,High,31.486967086791992,medxpert
88,Low,174.66859436035156,medxpert
88,Low,30.81599998474121,medxpert
88,Low,21.35385513305664,medxpert
88,Low,41.927764892578125,medxpert
88,Low,6.6964874267578125,medxpert
89,High,10.489194869995117,jama
89,High,10.660500526428223,jama
89,High,11.305206298828125,jama
89,High,37.96343231201172,jama
89,High,18.93475341796875,jama
89,High,10.303703308105469,jama
89,High,26.749217987060547,jama
89,High,23.38784408569336,jama
89,High,176.20196533203125,jama
89,Low,8.22421932220459,jama
89,Low,45.81326675415039,jama
89,Low,51.837406158447266,jama
89,Low,13.95322036743164,jama
89,Low,4058.601318359375,jama
89,Low,5.898318767547607,jama
89,Low,4.719366550445557,jama
89,Low,11.814310073852539,jama
89,Low,6.956570148468018,jama
90,High,13.890026092529297,medxpert
90,High,25.976694107055664,medxpert
90,High,52.4923095703125,medxpert
90,Low,14.681397438049316,medxpert
90,Low,15.043867111206055,medxpert
90,Low,63.470401763916016,medxpert
90,Low,52.54499816894531,medxpert
91,High,12.125524520874023,medxpert
91,High,28.543302536010742,medxpert
91,High,94.39244842529297,medxpert
91,High,10.632285118103027,medxpert
91,High,83.29532623291016,medxpert
91,High,79.75159454345703,medxpert
91,High,11.217558860778809,medxpert
91,High,41.00482940673828,medxpert
91,Low,17.174869537353516,medxpert
92,High,30.87273597717285,jama
92,High,16.48599624633789,jama
92,High,12.631670951843262,jama
92,High,22.398174285888672,jama
92,High,52.94607925415039,jama
92,High,7.466977119445801,jama
92,Low,8.345848083496094,jama
92,Low,30.907785415649414,jama
92,Low,8.748303413391113,jama
93,High,18.630401611328125,mmlu
93,High,9.565031051635742,mmlu
93,High,12.375184059143066,mmlu
93,High,24.147199630737305,mmlu
93,High,49.6085205078125,mmlu
93,Low,11.21623706817627,mmlu
93,Low,6.656929969787598,mmlu
93,Low,175.66078186035156,mmlu
93,Low,104.48968505859375,mmlu
93,Low,45.42829513549805,mmlu
93,Low,53.357574462890625,mmlu
94,High,29.37718963623047,medbullets
94,High,39.60305404663086,medbullets
94,High,80.32621765136719,medbullets
94,High,55.82075881958008,medbullets
94,High,39.8043098449707,medbullets
94,High,82.73646545410156,medbullets
94,High,6.790508270263672,medbullets
94,High,37.51430892944336,medbullets
94,Low,105.62165832519531,medbullets
94,Low,11.602538108825684,medbullets
94,Low,19.501026153564453,medbullets
95,High,9.568466186523438,medxpert
95,High,30.924331665039062,medxpert
95,High,10.071739196777344,medxpert
95,High,26.263080596923828,medxpert
95,High,21.923757553100586,medxpert
95,High,10.926505088806152,medxpert
