4,NA,4,4,4
1,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,1,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
2,2,2,2,2
4,4,1,4,4
1,4,4,4,4
4,4,4,4,4
2,4,1,4,4
1,1,1,1,1
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
3,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
3,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
NA,4,4,4,4
4,4,4,4,4
4,4,4,4,4
2,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
3,2,4,4,4
4,NA,4,4,4
4,NA,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,2,4,4,4
4,4,4,4,4
4,NA,1,4,4
4,NA,4,4,4
4,4,4,4,4
4,2,4,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
2,2,1,2,4
4,4,4,4,4
1,4,1,4,4
4,2,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
2,2,2,2,2
4,NA,4,4,4
4,NA,4,4,4
4,4,4,4,4
3,NA,4,4,4
4,4,4,4,4
3,2,4,4,4
4,2,4,4,4
4,2,4,4,4
4,4,1,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,2,1,4,4
4,4,1,4,4
4,4,4,4,4
4,NA,4,4,4
3,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,2,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
2,2,4,4,4
4,4,1,1,4
4,4,4,4,4
3,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
1,2,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
1,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
1,4,4,4,4
4,4,4,4,4
2,2,1,4,4
2,2,4,4,4
3,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,2,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
1,2,4,4,4
1,4,1,4,4
4,1,1,1,4
4,4,1,4,4
1,2,1,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
3,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,2,4,4,4
4,4,1,4,4
3,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
3,NA,4,4,4
4,4,4,4,4
4,4,1,4,4
4,2,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,2,1,4,4
1,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,1,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
3,NA,4,4,4
3,NA,4,4,4
4,4,4,4,4
4,2,2,4,NA
4,2,4,4,4
4,4,1,4,4
4,4,4,4,4
4,NA,4,4,4
3,4,4,4,4
4,2,2,4,4
4,4,4,4,4
4,NA,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,2,4,4,4
4,NA,1,4,4
4,NA,4,4,4
4,NA,4,4,4
4,2,1,4,4
4,4,4,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,2,4,4,4
1,4,4,4,4
4,4,1,1,4
4,4,4,4,4
1,2,1,4,4
1,4,4,4,4
2,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
1,4,4,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
1,4,4,4,4
4,NA,1,4,4
4,NA,4,4,4
1,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,2,1,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,1,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
3,NA,4,4,4
4,4,4,4,4
4,4,1,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,NA,4,4,4
4,2,1,4,4
4,NA,1,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
2,4,1,4,4
4,4,1,4,4
4,NA,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
1,4,4,4,4
4,4,1,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,1,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,NA,1,4,4
4,NA,4,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
2,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
3,4,4,4,4
3,NA,1,4,4
4,2,4,4,4
4,NA,4,4,4
4,4,4,4,4
2,2,1,4,NA
4,2,1,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
1,4,1,4,4
4,NA,4,4,4
1,4,4,4,4
1,4,1,4,4
4,NA,4,4,4
3,NA,4,4,4
4,NA,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
1,2,1,2,4
3,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,2,4,4,4
2,4,4,4,4
1,NA,4,4,4
2,4,4,4,4
3,NA,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,NA,4,4,4
3,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
2,4,1,4,4
4,4,4,4,4
2,2,2,2,2
4,4,4,4,NA
2,4,4,4,4
4,2,1,4,4
4,4,4,4,4
4,4,1,4,4
1,4,1,4,4
4,4,4,4,4
4,4,1,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,1,4,4
2,4,4,4,4
4,4,1,4,4
4,2,4,4,4
4,4,4,4,4
3,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
2,2,2,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
1,4,1,4,NA
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,1,4,4
4,4,1,4,4
4,4,4,4,4
3,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
1,NA,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
2,4,1,4,4
4,4,4,4,4
4,2,4,4,NA
3,2,1,4,4
4,NA,4,4,4
1,2,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
3,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,NA,1,4,4
2,2,2,2,2
4,NA,4,4,4
4,4,1,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,1,4,4
4,NA,4,4,4
4,4,4,4,4
3,4,4,4,4
4,4,1,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
2,4,1,4,NA
4,4,4,4,4
4,4,4,4,4
2,4,1,4,4
4,1,1,1,4
1,1,1,1,1
2,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,2,4,4,4
1,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
2,2,2,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
3,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
1,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
2,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
4,2,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,NA,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
1,2,1,4,4
3,4,4,4,4
4,NA,1,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,1,4,4
4,4,4,4,4
NA,4,4,4,4
2,2,1,4,4
4,NA,4,4,4
3,NA,1,4,4
4,2,1,4,4
4,4,1,4,4
4,4,4,4,4
4,4,4,4,4
4,2,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,1,4,4
2,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,1,4,4
1,1,1,1,4
2,4,4,4,4
4,4,4,4,4
2,NA,4,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
3,4,4,4,4
4,4,1,4,4
4,4,1,4,4
4,2,4,4,4
3,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,2,4,4,4
4,4,4,4,4
1,NA,4,4,4
4,4,4,4,4
4,4,1,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
1,2,1,4,4
4,2,4,4,4
4,4,4,4,4
4,4,4,4,4
3,4,4,4,4
1,NA,1,4,4
4,2,1,4,4
4,NA,4,4,4
4,4,4,4,4
3,4,4,4,4
4,4,4,4,4
2,2,2,2,2
4,4,4,4,4
2,2,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
3,2,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
1,4,1,2,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,2,4,4,4
4,4,1,4,4
4,NA,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,NA,1,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,NA
4,NA,4,4,NA
4,2,1,4,4
4,2,1,4,4
4,NA,4,4,NA
3,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,4,4,4,NA
3,NA,4,4,4
4,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,4,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
3,NA,4,4,NA
4,4,4,4,NA
4,4,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,4,4,4,NA
3,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,4
4,NA,4,4,4
4,NA,4,4,4
4,NA,4,4,NA
4,4,4,4,4
4,NA,4,4,4
4,NA,4,4,4
4,NA,4,4,NA
4,4,4,4,4
4,NA,4,4,4
2,4,4,4,4
4,NA,4,4,4
4,NA,4,4,4
1,4,4,4,NA
4,4,4,4,NA
4,2,4,4,NA
4,2,4,4,NA
4,4,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
3,NA,4,4,NA
4,NA,4,4,NA
3,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,4,4,4,NA
4,NA,4,4,NA
4,4,4,4,NA
4,4,4,4,NA
4,4,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,NA,4,4,4
4,NA,4,4,NA
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,NA,4,4,4
4,4,4,4,4
4,NA,4,4,NA
3,NA,4,4,NA
4,4,4,4,NA
4,4,4,4,NA
4,NA,4,4,NA
3,NA,4,4,NA
4,NA,4,4,NA
4,NA,4,4,NA
4,4,4,4,4
4,4,4,4,4
4,4,1,4,NA
NA,4,1,4,NA
4,4,4,4,4
4,NA,4,4,4
4,NA,4,4,NA
3,NA,4,4,NA
4,4,4,4,NA
4,4,4,4,NA
4,NA,4,4,4
4,4,4,4,4
4,NA,4,4,NA
3,4,4,4,NA
4,NA,4,4,4
4,NA,4,4,4
4,4,4,4,NA
4,NA,4,4,4
4,NA,4,4,NA
4,NA,4,4,NA
