3,3,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
2,2,1,7,NA
3,NA,NA,NA,NA
1,2,1,NA,NA
3,NA,1,NA,NA
2,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,3,1,NA,NA
2,3,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
2,1,1,NA,NA
3,NA,NA,NA,NA
3,3,NA,NA,NA
3,2,1,NA,NA
2,2,2,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,NA
3,1,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
3,1,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,3,NA,7,NA
3,2,NA,NA,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,7,NA
2,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
3,NA,1,7,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,7
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,NA,1,NA,NA
2,NA,1,NA,NA
3,7,NA,NA,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,1,NA,7
3,3,NA,NA,7
1,1,1,1,1
1,1,1,NA,NA
2,NA,1,NA,NA
2,1,1,NA,NA
3,1,1,NA,NA
3,NA,1,NA,7
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,7
3,NA,1,NA,NA
2,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,6,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,7,NA
3,NA,NA,NA,NA
3,2,1,7,7
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
1,1,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
2,NA,NA,NA,NA
3,2,2,NA,NA
3,NA,1,7,NA
2,2,1,7,NA
3,1,1,NA,NA
3,NA,NA,NA,NA
1,2,1,NA,7
2,NA,NA,NA,NA
3,7,NA,NA,NA
3,1,1,6,NA
3,NA,1,NA,NA
3,3,2,NA,2
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,NA,NA,NA,7
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
2,NA,NA,NA,7
3,1,1,NA,NA
3,3,2,NA,NA
4,3,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,7,NA
3,NA,NA,NA,NA
2,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
2,2,1,7,NA
3,NA,1,NA,NA
1,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,2,NA,NA,NA
1,2,1,NA,NA
3,2,NA,NA,NA
3,NA,1,NA,NA
2,NA,NA,NA,NA
3,NA,NA,7,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
2,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,2,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,1,NA,NA
2,2,1,NA,7
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,NA
3,1,1,NA,NA
3,2,1,NA,NA
3,NA,NA,7,NA
3,NA,1,NA,NA
3,3,1,NA,NA
2,NA,1,NA,NA
1,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,7,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,2,NA,NA,7
3,3,NA,NA,7
3,NA,1,NA,NA
3,3,1,7,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,NA,NA,NA
2,NA,NA,NA,NA
3,NA,NA,7,NA
2,NA,NA,NA,NA
2,2,NA,NA,NA
2,2,1,NA,NA
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,2,NA,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,7
2,2,1,NA,7
2,NA,NA,NA,NA
3,1,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,7,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
2,2,2,7,7
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
2,NA,1,NA,NA
3,1,1,NA,NA
3,NA,NA,NA,NA
NA,1,2,NA,NA
3,NA,NA,7,NA
3,3,2,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,7,1,NA,NA
3,NA,NA,7,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,3,NA,NA,NA
3,NA,NA,NA,7
3,2,1,NA,NA
3,NA,NA,NA,7
3,NA,NA,7,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
2,2,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
2,7,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
2,NA,NA,NA,NA
2,NA,1,7,NA
1,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,NA
3,NA,NA,7,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,7,7
2,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
2,2,1,NA,NA
3,NA,1,NA,NA
3,3,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,2,NA,NA
4,3,2,6,NA
3,NA,NA,NA,NA
4,3,NA,7,7
6,3,3,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
2,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,3,NA,NA,NA
3,1,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,1,1,7,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,7,7
3,1,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,3,NA,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,2,1,NA,7
3,NA,NA,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,3,NA,NA,NA
3,NA,1,NA,NA
3,7,1,NA,NA
3,NA,NA,NA,7
3,1,1,NA,NA
2,NA,NA,NA,NA
3,NA,NA,NA,NA
3,7,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
1,NA,1,NA,NA
3,NA,1,NA,NA
3,1,NA,7,NA
3,NA,NA,NA,7
3,NA,NA,7,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,NA,7,NA
2,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,1,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,3,2,NA,NA
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,7,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,7,NA
3,2,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,7
2,NA,1,NA,NA
3,NA,NA,NA,7
3,3,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,7,1,NA,NA
3,NA,1,NA,7
3,NA,1,NA,NA
2,2,1,6,NA
3,NA,NA,NA,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,NA,7,NA
3,NA,1,NA,NA
2,NA,1,NA,NA
2,NA,NA,NA,7
3,NA,1,NA,NA
2,2,1,NA,NA
3,2,2,NA,7
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,1,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,3,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
2,2,1,NA,NA
3,NA,1,NA,NA
3,NA,1,7,NA
3,2,1,NA,NA
3,1,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,3,NA,NA,NA
3,2,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,2,2,NA,NA
3,3,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,7,NA
1,1,1,1,1
2,2,2,NA,7
3,NA,NA,NA,NA
3,NA,1,NA,NA
1,NA,1,6,NA
2,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
2,2,1,NA,7
3,NA,NA,NA,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,7
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,2,1,NA,NA
1,1,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
2,2,1,NA,NA
3,NA,NA,NA,7
2,2,1,NA,NA
3,3,NA,NA,NA
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
1,1,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,3,1,NA,NA
3,NA,NA,NA,NA
1,1,1,NA,NA
3,NA,1,NA,NA
2,2,2,NA,7
3,2,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,NA,7,NA
3,NA,1,NA,NA
3,3,1,NA,NA
1,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,1,1,NA,NA
3,2,1,NA,NA
3,3,2,NA,7
3,NA,1,NA,NA
2,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,NA,NA,NA
1,2,1,NA,NA
3,NA,NA,NA,7
3,3,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,3,2,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,7,NA
2,2,2,NA,NA
3,NA,1,7,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
2,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,1,1,NA,NA
3,2,1,NA,7
1,NA,1,NA,NA
1,2,1,NA,NA
3,NA,NA,7,NA
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
2,NA,1,NA,NA
3,NA,NA,NA,7
2,1,1,NA,NA
3,NA,NA,7,NA
3,NA,NA,NA,NA
2,2,1,NA,NA
3,2,1,NA,7
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
2,NA,NA,NA,7
3,NA,1,NA,NA
3,3,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,7
3,NA,1,NA,NA
3,NA,NA,NA,NA
2,NA,1,NA,NA
2,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,2,NA,NA
2,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
6,7,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
2,7,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,7,NA,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,3,1,NA,NA
3,NA,NA,NA,NA
3,7,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
NA,NA,NA,NA,NA
3,2,1,NA,7
3,NA,NA,NA,NA
2,2,1,NA,NA
3,NA,1,NA,NA
2,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,7
4,3,2,NA,7
2,2,2,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
2,NA,NA,NA,NA
3,NA,NA,7,NA
3,NA,NA,NA,NA
3,3,2,NA,NA
2,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,NA,NA,NA
3,2,NA,NA,NA
3,7,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,7,NA
3,NA,NA,7,NA
3,NA,1,NA,NA
1,1,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,7,NA,NA,7
3,3,NA,7,NA
3,NA,NA,NA,NA
2,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
1,2,1,NA,7
3,NA,1,NA,NA
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
1,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,3,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
2,NA,NA,NA,NA
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
2,2,1,NA,NA
3,NA,1,NA,7
3,2,1,NA,NA
3,2,NA,7,NA
1,2,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
2,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
2,NA,NA,NA,NA
3,7,NA,NA,NA
4,NA,NA,NA,7
3,2,1,NA,NA
3,3,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,2,NA,NA,NA
3,2,1,NA,NA
3,NA,1,7,7
3,NA,NA,NA,NA
2,NA,NA,NA,NA
3,NA,1,NA,NA
2,NA,1,NA,NA
3,NA,1,NA,NA
3,7,NA,7,7
3,2,NA,NA,NA
3,2,1,NA,NA
6,2,1,NA,7
3,NA,NA,NA,NA
3,NA,1,NA,NA
2,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,1,1,6,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
2,3,2,NA,NA
3,NA,1,NA,NA
2,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,2,1,6,NA
3,NA,1,NA,NA
2,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,7,7
3,NA,NA,NA,NA
2,NA,NA,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
1,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,7,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
2,2,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
1,1,1,1,1
3,NA,NA,7,7
3,NA,1,NA,NA
3,NA,NA,7,NA
3,2,1,NA,NA
3,2,NA,NA,NA
3,NA,1,NA,NA
2,2,1,NA,NA
3,2,NA,7,NA
3,NA,1,NA,NA
2,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,7,NA
3,NA,1,NA,NA
2,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
2,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
2,2,2,NA,NA
3,2,1,7,7
3,NA,1,NA,NA
1,NA,1,7,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,7,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,3,NA,NA,NA
3,2,1,NA,NA
3,NA,1,7,NA
3,NA,NA,NA,7
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
1,NA,1,7,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,3,2,6,NA
3,2,1,NA,7
3,NA,1,NA,NA
3,3,NA,NA,NA
3,NA,NA,NA,NA
1,1,1,NA,NA
3,NA,NA,NA,NA
2,NA,1,NA,NA
2,3,1,NA,NA
3,NA,1,NA,7
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
2,NA,1,NA,7
3,2,NA,NA,NA
3,NA,NA,7,NA
3,2,NA,NA,NA
4,3,2,NA,NA
3,NA,1,NA,NA
3,2,2,NA,NA
3,NA,1,NA,NA
2,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,2,2,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,1,NA,NA
3,NA,1,7,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,1,NA,NA
2,2,2,NA,2
3,NA,1,NA,NA
2,1,1,NA,NA
3,NA,1,NA,NA
2,2,1,NA,NA
3,NA,NA,NA,7
3,2,1,NA,NA
3,NA,1,NA,7
3,7,2,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
2,2,1,NA,NA
3,NA,1,NA,NA
3,7,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,7,NA
2,NA,NA,NA,7
3,NA,NA,7,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,7,NA,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,7
3,NA,1,NA,NA
1,1,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
2,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
2,2,2,NA,NA
2,2,1,NA,7
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,NA
3,3,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,NA,7,NA
3,3,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,1,1,NA,7
3,NA,1,7,NA
3,2,1,7,NA
3,NA,NA,NA,NA
3,1,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,2,NA,NA,NA
3,3,2,NA,NA
3,NA,NA,NA,7
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,1,1,NA,NA
3,3,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,7
3,NA,1,NA,NA
3,2,1,NA,NA
2,NA,NA,NA,NA
3,NA,NA,NA,7
2,2,1,1,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
1,1,1,1,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,NA,NA,NA
4,3,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
2,2,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
2,NA,1,NA,7
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
1,NA,1,NA,NA
1,NA,1,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,1,NA,NA
4,3,2,NA,7
2,2,2,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,1,1,NA,NA
3,2,1,NA,NA
3,1,NA,NA,7
3,NA,NA,NA,NA
3,2,NA,7,7
3,NA,1,7,7
3,NA,NA,NA,7
3,1,1,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,2,1,NA,NA
3,2,1,NA,7
3,NA,NA,NA,NA
3,NA,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,NA,NA,NA
3,2,1,NA,NA
3,NA,1,NA,NA
3,NA,NA,NA,NA
3,2,1,NA,NA
3,NA,NA,7,NA
3,2,NA,NA,NA
3,NA,NA,NA,NA
