QA_ID,Mean_Score,Std_Score,Extracted_Answer,Upper_Threshold,Lower_Threshold,Highly Relevant,Low Relevant,Irrelevant,data_source,QA_Index,Ground_Truth_Answer,Answer_Match
Merge_Q66,21.093354012762326,18.794297632249176,C,39.8876516450115,2.29905638051315,0.14285714285714285,0.7142857142857143,0.14285714285714285,mmlu,65,D,False
Merge_Q67,11.168457516862604,22.509057709153772,A,33.677515226016375,-11.340600192291168,0.09523809523809523,0.2857142857142857,0.6190476190476191,medxpert,66,C,False
Merge_Q68,25.431673444607032,29.69425440351926,A,55.125927848126295,-4.262580958912228,0.2727272727272727,0.36363636363636365,0.36363636363636365,mmlu,67,A,True
Merge_Q69,20.192055778176034,29.629055177387134,B,49.82111095556317,-9.4369993992111,0.15384615384615385,0.38461538461538464,0.46153846153846156,medxpert,68,D,False
Merge_Q70,20.593753585243288,28.05170571000327,C,48.64545929524655,-7.457952124759981,0.09090909090909091,0.6363636363636364,0.2727272727272727,medxpert,69,C,True
Merge_Q71,31.392379375664667,22.337127316761492,B,53.729506692426156,9.055252058903175,0.14285714285714285,0.7142857142857143,0.14285714285714285,medxpert,70,B,True
Merge_Q72,14.350344666860096,22.49560811349972,B,36.845952780359816,-8.145263446639625,0.125,0.3125,0.5625,medxpert,71,A,False
Merge_Q73,28.024725200224484,40.15502036563296,D,68.17974556585744,-12.130295165408473,0.125,0.375,0.5,jama,72,A,False
Merge_Q74,21.68583597516718,24.20615498300003,B,45.89199095816721,-2.5203190078328497,0.2,0.5,0.3,jama,73,B,True
Merge_Q75,28.583754779449816,39.28183558457601,C,67.86559036402582,-10.698080805126192,0.07142857142857142,0.6428571428571429,0.2857142857142857,medxpert,74,C,True
Merge_Q76,23.372267934178435,32.97028261222598,C,56.34255054640441,-9.598014678047544,0.07692307692307693,0.6153846153846154,0.3076923076923077,medxpert,75,C,True
Merge_Q77,27.81331794989285,30.39211815914254,C,58.20543610903539,-2.5788002092496924,0.2,0.5,0.3,medxpert,76,C,True
Merge_Q78,14.030053652914283,21.25032804273975,A,35.28038169565403,-7.220274389825466,0.16666666666666666,0.3333333333333333,0.5,medxpert,77,A,True
Merge_Q79,16.75907652040958,21.226723180159794,B,37.98579970056937,-4.467646659750216,0.3,0.2,0.5,medxpert,78,B,True
Merge_Q80,31.115592631851996,38.288643868791695,C,69.40423650064369,-7.173051236939699,0.15384615384615385,0.46153846153846156,0.38461538461538464,medxpert,79,C,True
Merge_Q81,48.83242066352129,51.088624023069656,C,99.92104468659095,-2.2562033595483655,0.2,0.7,0.1,jama,80,C,True
Merge_Q82,12.36162274428388,16.09288019300523,D,28.454502937289107,-3.7312574487213492,0.09090909090909091,0.45454545454545453,0.45454545454545453,medxpert,81,D,True
Merge_Q83,21.230243083681316,20.53719179493494,D,41.76743487861626,0.6930512887463749,0.15384615384615385,0.6153846153846154,0.23076923076923078,medxpert,82,C,False
Merge_Q84,44.81843411955462,28.951949097510454,B,73.77038321706507,15.866485022044163,0.14285714285714285,0.7142857142857143,0.14285714285714285,medxpert,83,B,True
Merge_Q85,34.147057872508825,24.442742953739124,B,58.58980082624795,9.7043149187697,0.16666666666666666,0.6666666666666666,0.16666666666666666,medxpert,84,C,False
Merge_Q86,27.66036546936704,34.42870221589393,B,62.08906768526097,-6.768336746526888,0.11764705882352941,0.5882352941176471,0.29411764705882354,jama,85,B,True
Merge_Q87,35.00930023349661,47.15368942175229,A,82.16298965524891,-12.14438918825568,0.16666666666666666,0.6666666666666666,0.16666666666666666,medxpert,86,C,False
Merge_Q88,31.92493365836149,31.321092055433535,C,63.24602571379502,0.6038416029279539,0.15384615384615385,0.6923076923076923,0.15384615384615385,jama,87,A,False
Merge_Q89,24.20140521823214,28.925641763201906,C,53.12704698143405,-4.7242365449697665,0.14285714285714285,0.42857142857142855,0.42857142857142855,medxpert,88,C,True
Merge_Q90,38.27068337900539,40.333042644908346,B,78.60372602391374,-2.0623592659029555,0.125,0.75,0.125,jama,89,A,False
Merge_Q91,7.917940820637248,14.078992463710739,C,21.996933284347985,-6.161051643073491,0.25,0.16666666666666666,0.5833333333333334,medxpert,90,A,False
Merge_Q92,18.83371844894581,22.145119141110488,D,40.9788375900563,-3.3114006921646784,0.2727272727272727,0.36363636363636365,0.36363636363636365,medxpert,91,D,True
Merge_Q93,41.95266958588268,42.071444922869254,D,84.02411450875194,-0.11877533698657317,0.08333333333333333,0.6666666666666666,0.25,medxpert,92,A,False
Merge_Q94,10.482680632909366,19.18186019750672,A,29.664540830416087,-8.699179564597353,0.18181818181818182,0.36363636363636365,0.45454545454545453,medxpert,93,C,False
Merge_Q95,14.434190637181416,21.090630144190033,B,35.524820781371446,-6.656439507008617,0.15789473684210525,0.42105263157894735,0.42105263157894735,medxpert,94,D,False
Merge_Q96,8.48354568041631,15.188955082665162,A,23.672500763081473,-6.705409402248852,0.14814814814814814,0.2222222222222222,0.6296296296296297,medxpert,95,B,False
Merge_Q97,29.96535523613555,48.70875068120978,C,78.67410591734533,-18.743395445074228,0.1111111111111111,0.5555555555555556,0.3333333333333333,jama,96,C,True
Merge_Q98,38.35968211783071,41.41849686989659,D,79.7781789877273,-3.058814752065885,0.16666666666666666,0.75,0.08333333333333333,medxpert,97,D,True
Merge_Q99,41.75341335416155,39.371640812622594,B,81.12505416678414,2.3817725415389575,0.2222222222222222,0.6666666666666666,0.1111111111111111,jama,98,B,True
Merge_Q100,24.08619660509629,28.78452729550489,C,52.87072390060118,-4.6983306904086,0.18181818181818182,0.5454545454545454,0.2727272727272727,medxpert,99,D,False
Merge_Q101,19.016419593613445,27.755754695104628,B,46.77217428871808,-8.739335101491182,0.1875,0.4375,0.375,mmlu,100,B,True
Merge_Q102,9.889165163257333,13.079984209963493,A,22.969149373220827,-3.19081904670616,0.1875,0.3125,0.5,jama,101,A,True
Merge_Q103,20.364474075799293,33.88347292742308,NONE,54.24794700322237,-13.518998851623785,0.08333333333333333,0.5,0.4166666666666667,jama,102,A,False
Merge_Q104,16.496889343543675,21.638884398160364,C,38.13577374170404,-5.1419950546166895,0.21428571428571427,0.5714285714285714,0.21428571428571427,medbullets,103,C,True
Merge_Q105,43.52000599098589,45.45937307116467,A,88.97937906215056,-1.9393670801787835,0.2,0.4,0.4,jama,104,D,False
Merge_Q106,12.97701991421221,17.658778450458378,C,30.63579836467059,-4.681758536246168,0.1,0.45,0.45,mmlu,105,C,True
Merge_Q107,21.900151820510892,33.04430909268127,C,54.94446091319216,-11.144157272170375,0.14285714285714285,0.5714285714285714,0.2857142857142857,medxpert,106,C,True
Merge_Q108,27.81659169137712,28.111321434106056,B,55.92791312548317,-0.2947297427289364,0.18181818181818182,0.6363636363636364,0.18181818181818182,mmlu,107,B,True
Merge_Q109,45.44010629940537,56.68445499318375,C,102.12456129258912,-11.244348693778377,0.14285714285714285,0.5714285714285714,0.2857142857142857,medxpert,108,B,False
Merge_Q110,19.100157897430556,18.283727668118594,B,37.38388556554915,0.8164302293119619,0.3076923076923077,0.46153846153846156,0.23076923076923078,medxpert,109,B,True
Merge_Q111,31.98869047870008,24.485950107822948,C,56.47464058652302,7.502740370877131,0.2727272727272727,0.7272727272727273,0.0,medxpert,110,C,True
Merge_Q112,52.48651921072246,37.095998709475865,B,89.58251792019833,15.390520501246598,0.25,0.75,0.0,medxpert,111,B,True
Merge_Q113,35.70926531686108,34.99937086980242,B,70.7086361866635,0.7098944470586588,0.2857142857142857,0.42857142857142855,0.2857142857142857,jama,112,A,False
Merge_Q114,39.60109211477377,42.72424025128974,D,82.32533236606352,-3.1231481365159723,0.21428571428571427,0.5,0.2857142857142857,jama,113,D,True
Merge_Q115,23.9832630443466,25.079688150770135,A,49.06295119511674,-1.0964251064235349,0.2222222222222222,0.5555555555555556,0.2222222222222222,medxpert,114,C,False
Merge_Q116,16.59975713829409,23.12140418300643,C,39.72116132130052,-6.5216470447123385,0.18181818181818182,0.5454545454545454,0.2727272727272727,medxpert,115,D,False
Merge_Q117,29.33076935596551,42.62261645276207,C,71.95338580872757,-13.291847096796555,0.15384615384615385,0.5384615384615384,0.3076923076923077,medxpert,116,C,True
Merge_Q118,25.298540185551666,33.773852400892906,A,59.07239258644457,-8.47531221534124,0.18181818181818182,0.45454545454545453,0.36363636363636365,medxpert,117,C,False
Merge_Q119,29.71917264452317,31.722609768056017,A,61.44178241257919,-2.003437123532848,0.125,0.625,0.25,medxpert,118,D,False
Merge_Q120,19.721882977652857,22.930568329256882,A,42.65245130690974,-3.208685351604025,0.08333333333333333,0.5833333333333334,0.3333333333333333,medxpert,119,B,False
Merge_Q121,14.155480592514303,19.514434596604133,D,33.669915189118434,-5.35895400408983,0.23076923076923078,0.38461538461538464,0.38461538461538464,jama,120,C,False
Merge_Q122,24.04749949905279,30.532106545918943,C,54.57960604497173,-6.484607046866152,0.23076923076923078,0.38461538461538464,0.38461538461538464,medxpert,121,A,False
Merge_Q123,13.073570188357621,19.050635536494802,A,32.12420572485242,-5.977065348137181,0.08333333333333333,0.5,0.4166666666666667,medxpert,122,A,True
Merge_Q124,24.957976721597497,33.438833511744996,D,58.39681023334249,-8.480856790147499,0.1,0.5,0.4,medxpert,123,B,False
Merge_Q125,75.97345135845795,51.69748489826888,D,127.67093625672683,24.275966460189068,0.25,0.75,0.0,medxpert,124,B,False
Merge_Q126,26.45374576757314,30.95760090704055,C,57.41134667461369,-4.503855139467412,0.15384615384615385,0.5384615384615384,0.3076923076923077,jama,125,C,True
Merge_Q127,25.302075641427482,26.688490515466363,C,51.99056615689385,-1.3864148740388806,0.2,0.4,0.4,medxpert,126,C,True
Merge_Q128,33.223557864714465,42.52994285994808,B,75.75350072466254,-9.306384995233614,0.1,0.7,0.2,jama,127,D,False
Merge_Q129,36.71106808272588,49.223176338474346,C,85.93424442120022,-12.512108255748466,0.25,0.375,0.375,medxpert,128,B,False
Merge_Q130,33.729450856720945,47.430951863022656,B,81.1604027197436,-13.701501006301712,0.16666666666666666,0.8333333333333334,0.0,jama,129,B,True
Merge_Q131,32.631247664553136,35.82409345643749,D,68.45534112099062,-3.192845791884352,0.14285714285714285,0.6428571428571429,0.21428571428571427,medxpert,130,D,True
Merge_Q132,16.881777317982632,18.91623028721544,B,35.79800760519807,-2.0344529692328095,0.1875,0.4375,0.375,medxpert,131,C,False
Merge_Q133,17.090129655752133,32.89397614627923,B,49.984105802031365,-15.803846490527096,0.07142857142857142,0.5714285714285714,0.35714285714285715,medxpert,132,B,True
Merge_Q134,38.972956510474724,33.37499116169524,C,72.34794767216997,5.597965348779482,0.3333333333333333,0.6666666666666666,0.0,medxpert,133,C,True
Merge_Q135,18.369039563041678,25.175291045980746,B,43.544330609022424,-6.806251482939068,0.14285714285714285,0.42857142857142855,0.42857142857142855,medxpert,134,B,True
Merge_Q136,46.48206120447281,31.69450268947348,B,78.17656389394628,14.787558514999326,0.2,0.6,0.2,medxpert,135,B,True
Merge_Q137,13.546151328538697,20.416583847050138,C,33.96273517558883,-6.870432518511441,0.2727272727272727,0.2727272727272727,0.45454545454545453,jama,136,B,False
Merge_Q138,33.010414434580746,35.91082023093088,C,68.92123466551163,-2.9004057963501353,0.25,0.5,0.25,medbullets,137,C,True
Merge_Q139,22.237348884141795,28.54616196382531,A,50.78351084796711,-6.308813079683514,0.21428571428571427,0.42857142857142855,0.35714285714285715,jama,138,C,False
Merge_Q140,19.494740727674703,14.6528348641085,A,34.1475755917832,4.841905863566202,0.1111111111111111,0.6666666666666666,0.2222222222222222,medxpert,139,D,False
Merge_Q141,12.969333033435992,16.656962138713652,A,29.626295172149646,-3.6876291052776597,0.2777777777777778,0.2777777777777778,0.4444444444444444,medxpert,140,A,True
Merge_Q142,30.201804529596938,27.13674895555876,D,57.3385534851557,3.065055574038176,0.1111111111111111,0.8888888888888888,0.0,jama,141,D,True
Merge_Q143,16.139098188580338,16.43277644778861,C,32.571874636368946,-0.29367825920827073,0.16666666666666666,0.5833333333333334,0.25,medxpert,142,C,True
Merge_Q144,28.342520460866343,28.636211926104203,B,56.97873238697055,-0.2936914652378597,0.3,0.4,0.3,medxpert,143,B,True
Merge_Q145,28.15766168526848,29.556480771165074,C,57.71414245643355,-1.3988190858965943,0.125,0.625,0.25,jama,144,C,True
Merge_Q146,43.53751386443868,33.99698474853471,B,77.53449861297338,9.540529115903972,0.2,0.6,0.2,medxpert,145,C,False
Merge_Q147,32.13824600082701,40.98889831056416,D,73.12714431139116,-8.85065230973715,0.2,0.4,0.4,medxpert,146,D,True
Merge_Q148,37.66511250970211,27.345872744573775,D,65.01098525427588,10.319239765128337,0.0,0.8,0.2,medxpert,147,D,True
Merge_Q149,63.036786278846385,43.866579960425796,B,106.90336623927217,19.17020631842059,0.3333333333333333,0.6666666666666666,0.0,medxpert,148,B,True
Merge_Q150,67.45690956280144,75.06913159094417,D,142.5260411537456,-7.612222028142725,0.14285714285714285,0.8571428571428571,0.0,medxpert,149,C,False
Merge_Q151,41.38728017569108,37.10070300273367,B,78.48798317842474,4.286577172957415,0.1111111111111111,0.7777777777777778,0.1111111111111111,medxpert,150,D,False
Merge_Q152,12.136315368769738,24.411434146951326,B,36.547749515721065,-12.275118778181588,0.08695652173913043,0.34782608695652173,0.5652173913043478,medxpert,151,C,False
Merge_Q153,16.85447166982142,22.58827776002961,A,39.442749429851034,-5.733806090208187,0.13333333333333333,0.4,0.4666666666666667,jama,152,D,False
Merge_Q154,26.42959454315868,37.83550932633829,C,64.26510386949697,-11.405914783179611,0.18181818181818182,0.36363636363636365,0.45454545454545453,jama,153,C,True
Merge_Q155,31.661334578433777,28.013443765155742,B,59.67477834358952,3.6478908132780354,0.3333333333333333,0.4444444444444444,0.2222222222222222,medxpert,154,D,False
Merge_Q156,7.171606534826162,9.350444827965184,NONE,16.522051362791345,-2.178838293139022,0.2727272727272727,0.2727272727272727,0.45454545454545453,medxpert,155,B,False
Merge_Q157,14.873463534754963,16.21611859386494,B,31.089582128619902,-1.342655059109978,0.0625,0.625,0.3125,medxpert,156,D,False
Merge_Q158,47.77913226851374,63.202265180931,B,110.98139744944474,-15.423132912417259,0.1,0.6,0.3,medxpert,157,D,False
Merge_Q159,29.072311234729515,31.10945142311261,B,60.18176265784213,-2.037140188383095,0.09090909090909091,0.6363636363636364,0.2727272727272727,medxpert,158,A,False
Merge_Q160,47.28864141041908,36.99350794407374,A,84.28214935449282,10.29513346634534,0.2857142857142857,0.5714285714285714,0.14285714285714285,medxpert,159,D,False
Merge_Q161,22.05817829176002,27.532765221761018,C,49.59094351352104,-5.474586930000999,0.18181818181818182,0.45454545454545453,0.36363636363636365,jama,160,C,True
Merge_Q162,21.802465806829463,22.28538653807923,B,44.0878523449087,-0.48292073124976653,0.07692307692307693,0.7692307692307693,0.15384615384615385,medxpert,161,B,True
Merge_Q163,18.880497169737165,17.26419285838982,C,36.14469002812699,1.6163043113473456,0.09090909090909091,0.9090909090909091,0.0,medxpert,162,C,True
Merge_Q164,15.3464402231588,16.728319870821124,D,32.074760093979926,-1.3818796476623252,0.16666666666666666,0.5,0.3333333333333333,medxpert,163,C,False
Merge_Q165,33.03901802927164,36.7519429431928,A,69.79096097246443,-3.7129249139211637,0.18181818181818182,0.7272727272727273,0.09090909090909091,medxpert,164,A,True
Merge_Q166,25.507535384084797,33.34772132351298,B,58.855256707597775,-7.840185939428181,0.21428571428571427,0.5,0.2857142857142857,jama,165,B,True
Merge_Q167,36.298270761277045,31.051915328525435,C,67.35018608980248,5.24635543275161,0.125,0.875,0.0,medxpert,166,C,True
Merge_Q168,27.348151769538536,24.48086332581744,D,51.82901509535598,2.867288443721094,0.2727272727272727,0.45454545454545453,0.2727272727272727,jama,167,B,False
Merge_Q169,19.005522437364586,20.65698197010882,B,39.662504407473406,-1.6514595327442336,0.125,0.5625,0.3125,medxpert,168,C,False
Merge_Q170,26.59021778088201,23.005649841427154,C,49.595867622309164,3.584567939454857,0.25,0.5833333333333334,0.16666666666666666,jama,169,C,True
Merge_Q171,22.29779096060487,26.100113330377084,C,48.397904290981955,-3.802322369772213,0.2727272727272727,0.45454545454545453,0.2727272727272727,medbullets,170,C,True
Merge_Q172,33.36626397917476,28.994721024831076,C,62.36098500400584,4.371542954343685,0.1111111111111111,0.7777777777777778,0.1111111111111111,medxpert,171,C,True
Merge_Q173,19.650091653961372,16.68615526758959,C,36.336246921550966,2.963936386371781,0.23076923076923078,0.5384615384615384,0.23076923076923078,mmlu,172,A,False
Merge_Q174,19.97323645393371,24.841355462837853,B,44.81459191677156,-4.868119008904145,0.17647058823529413,0.4117647058823529,0.4117647058823529,mmlu,173,B,True
Merge_Q175,8.85595224492598,13.878407489818645,A,22.734359734744626,-5.022455244892665,0.17647058823529413,0.23529411764705882,0.5882352941176471,medxpert,174,B,False
Merge_Q176,28.744493751398352,23.819034875568686,D,52.56352862696704,4.925458875829666,0.25,0.625,0.125,medbullets,175,D,True
Merge_Q177,28.979522046679826,32.099206082255954,D,61.07872812893578,-3.119684035576128,0.1,0.8,0.1,jama,176,D,True
Merge_Q178,48.34770653179947,39.022277075443206,D,87.36998360724267,9.325429456356261,0.2857142857142857,0.7142857142857143,0.0,medbullets,177,D,True
Merge_Q179,29.401708315524786,30.587636818636575,C,59.98934513416136,-1.1859285031117892,0.1111111111111111,0.5555555555555556,0.3333333333333333,jama,178,A,False
Merge_Q180,27.959655348901972,21.77196827134024,C,49.73162362024221,6.187687077561733,0.18181818181818182,0.8181818181818182,0.0,medxpert,179,B,False
Merge_Q181,18.223623156388648,19.88948342390947,B,38.11310658029812,-1.6658602675208236,0.09090909090909091,0.8181818181818182,0.09090909090909091,medxpert,180,A,False
